蛤蛤蛤我是誰我在哪
community cards of this round: ['H7', 'S4', 'D6', 'DT', 'D5']
name: baseline1, hole_card: ['DJ', 'HA']
name: b10204022, hole_card: ['S3', 'SQ']
name: baseline1, hole_card: ['DA', 'S8']
name: b10204022, hole_card: ['S3', 'SQ']
name: baseline1, hole_card: ['DA', 'S8']
name: b10204022, hole_card: ['S3', 'SQ']
pretty_sure_123
community cards of this round: ['HT', 'CQ', 'H7', 'ST', 'H6']
name: baseline1, hole_card: ['DJ', 'D2']
name: b10204022, hole_card: ['HK', 'D3']
haha are you baseline4?
name: baseline1, hole_card: ['DJ', 'D2']
name: b10204022, hole_card: ['HK', 'D3']
name: baseline1, hole_card: ['DJ', 'D2']
name: b10204022, hole_card: ['HK', 'D3']
community cards of this round: ['CJ', 'C2', 'DK', 'H4', 'DJ']
name: baseline1, hole_card: ['CT', 'D3']
name: b10204022, hole_card: ['C5', 'S8']
haha are you baseline4?
name: baseline1, hole_card: ['CT', 'D3']
name: b10204022, hole_card: ['C5', 'S8']
community cards of this round: ['CQ', 'D9', 'C6', 'D5', 'CJ']
name: baseline1, hole_card: ['S2', 'S6']
name: b10204022, hole_card: ['HT', 'DJ']
haha are you baseline4?
name: baseline1, hole_card: ['S2', 'S6']
name: b10204022, hole_card: ['HT', 'DJ']
name: baseline1, hole_card: ['S2', 'S6']
name: b10204022, hole_card: ['HT', 'DJ']
community cards of this round: ['CA', 'S6', 'H2', 'D8', 'C6']
name: baseline1, hole_card: ['D5', 'D4']
name: b10204022, hole_card: ['HQ', 'C3']
haha are you baseline4?
name: baseline1, hole_card: ['D5', 'D4']
name: b10204022, hole_card: ['HQ', 'C3']
community cards of this round: ['C9', 'S3', 'C8', 'S8', 'H3']
name: baseline1, hole_card: ['D2', 'H4']
name: b10204022, hole_card: ['H5', 'DA']
haha are you baseline4?
name: baseline1, hole_card: ['D2', 'H4']
name: b10204022, hole_card: ['H5', 'DA']
name: baseline1, hole_card: ['D2', 'H4']
name: b10204022, hole_card: ['H5', 'DA']
community cards of this round: ['D6', 'HQ', 'CT', 'D4', 'H2']
name: baseline1, hole_card: ['D2', 'HJ']
name: b10204022, hole_card: ['C4', 'DK']
haha are you baseline4?
name: baseline1, hole_card: ['D2', 'HJ']
name: b10204022, hole_card: ['C4', 'DK']
community cards of this round: ['S4', 'C7', 'C6', 'CT', 'HK']
name: baseline1, hole_card: ['SK', 'DK']
name: b10204022, hole_card: ['SJ', 'DQ']
haha are you baseline4?
name: baseline1, hole_card: ['SK', 'DK']
name: b10204022, hole_card: ['SJ', 'DQ']
name: baseline1, hole_card: ['SK', 'DK']
name: b10204022, hole_card: ['SJ', 'DQ']
community cards of this round: ['HT', 'DT', 'H2', 'H5', 'HK']
name: baseline1, hole_card: ['HA', 'S8']
name: b10204022, hole_card: ['D2', 'SQ']
haha are you baseline4?
name: baseline1, hole_card: ['HA', 'S8']
name: b10204022, hole_card: ['D2', 'SQ']
community cards of this round: ['D6', 'SK', 'H7', 'C5', 'H2']
name: baseline1, hole_card: ['CA', 'H3']
name: b10204022, hole_card: ['H6', 'DJ']
haha are you baseline4?
name: baseline1, hole_card: ['CA', 'H3']
name: b10204022, hole_card: ['H6', 'DJ']
name: baseline1, hole_card: ['CA', 'H3']
name: b10204022, hole_card: ['H6', 'DJ']
community cards of this round: ['H7', 'S5', 'C9', 'H5', 'C3']
name: baseline1, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['HJ', 'H4']
haha are you baseline4?
name: baseline1, hole_card: ['SQ', 'SK']
name: b10204022, hole_card: ['HJ', 'H4']
community cards of this round: ['C9', 'D2', 'S7', 'DQ', 'S9']
name: baseline1, hole_card: ['H6', 'HQ']
name: b10204022, hole_card: ['D8', 'H3']
haha are you baseline4?
name: baseline1, hole_card: ['H6', 'HQ']
name: b10204022, hole_card: ['D8', 'H3']
name: baseline1, hole_card: ['H6', 'HQ']
name: b10204022, hole_card: ['D8', 'H3']
community cards of this round: ['D9', 'HQ', 'S3', 'HK', 'CA']
name: baseline1, hole_card: ['DJ', 'D8']
name: b10204022, hole_card: ['C7', 'SJ']
haha are you baseline4?
name: baseline1, hole_card: ['DJ', 'D8']
name: b10204022, hole_card: ['C7', 'SJ']
community cards of this round: ['SQ', 'S2', 'H7', 'H3', 'DT']
name: baseline1, hole_card: ['HT', 'ST']
name: b10204022, hole_card: ['HA', 'S8']
haha are you baseline4?
name: baseline1, hole_card: ['HT', 'ST']
name: b10204022, hole_card: ['HA', 'S8']
name: baseline1, hole_card: ['HT', 'ST']
name: b10204022, hole_card: ['HA', 'S8']
community cards of this round: ['DJ', 'H9', 'HJ', 'DA', 'DK']
name: baseline1, hole_card: ['D2', 'D3']
name: b10204022, hole_card: ['C5', 'D5']
haha are you baseline4?
name: baseline1, hole_card: ['D2', 'D3']
name: b10204022, hole_card: ['C5', 'D5']
community cards of this round: ['H4', 'SK', 'C7', 'CT', 'D8']
name: baseline1, hole_card: ['D4', 'C3']
name: b10204022, hole_card: ['CA', 'H7']
haha are you baseline4?
name: baseline1, hole_card: ['D4', 'C3']
name: b10204022, hole_card: ['CA', 'H7']
name: baseline1, hole_card: ['D4', 'C3']
name: b10204022, hole_card: ['CA', 'H7']
community cards of this round: ['S9', 'C6', 'H3', 'H7', 'DJ']
name: baseline1, hole_card: ['H8', 'C7']
name: b10204022, hole_card: ['D4', 'H2']
haha are you baseline4?
name: baseline1, hole_card: ['H8', 'C7']
name: b10204022, hole_card: ['D4', 'H2']
community cards of this round: ['HT', 'S8', 'D2', 'H9', 'DK']
name: baseline1, hole_card: ['D7', 'H4']
name: b10204022, hole_card: ['SK', 'C3']
haha are you baseline4?
name: baseline1, hole_card: ['D7', 'H4']
name: b10204022, hole_card: ['SK', 'C3']
name: baseline1, hole_card: ['D7', 'H4']
name: b10204022, hole_card: ['SK', 'C3']
community cards of this round: ['C9', 'CJ', 'H4', 'C6', 'S4']
name: baseline1, hole_card: ['SA', 'H6']
name: b10204022, hole_card: ['SQ', 'D7']
name: baseline1, hole_card: ['SA', 'H6']
name: b10204022, hole_card: ['SQ', 'D7']
community cards of this round: ['C4', 'C9', 'S2', 'CK', 'H4']
name: baseline1, hole_card: ['H3', 'DK']
name: b10204022, hole_card: ['C8', 'D3']
name: baseline1, hole_card: ['H3', 'DK']
name: b10204022, hole_card: ['C8', 'D3']
name: baseline1, hole_card: ['H3', 'DK']
name: b10204022, hole_card: ['C8', 'D3']
b10204022 vs baseline1 - Game 5: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline1', 'uuid': 'ltmgppmccbbikcatpesuxg', 'stack': 829.6754045853, 'state': 'participating'}, {'name': 'b10204022', 'uuid': 'xfglayrjjqmdhxmqrdxvsp', 'stack': 1170.0, 'state': 'participating'}]}
b10204022 vs baseline1 - Match Result: 2 games won, 3.0 points earned
蛤蛤蛤我是誰我在哪
community cards of this round: ['D6', 'S5', 'ST', 'C6', 'H3']
name: baseline2, hole_card: ['H2', 'CK']
name: b10204022, hole_card: ['S8', 'C5']
name: baseline2, hole_card: ['H2', 'CK']
name: b10204022, hole_card: ['S8', 'C5']
name: baseline2, hole_card: ['H2', 'CK']
name: b10204022, hole_card: ['S8', 'C5']
name: baseline2, hole_card: ['H2', 'CK']
name: b10204022, hole_card: ['S8', 'C5']
name: baseline2, hole_card: ['H2', 'CK']
name: b10204022, hole_card: ['S8', 'C5']
name: baseline2, hole_card: ['H2', 'CK']
name: b10204022, hole_card: ['S8', 'C5']
name: baseline2, hole_card: ['H2', 'CK']
name: b10204022, hole_card: ['S8', 'C5']
name: baseline2, hole_card: ['H2', 'CK']
name: b10204022, hole_card: ['S8', 'C5']
name: baseline2, hole_card: ['H2', 'CK']
name: b10204022, hole_card: ['S8', 'C5']
community cards of this round: ['H3', 'H6', 'C4', 'DJ', 'H7']
name: baseline2, hole_card: ['HA', 'H5']
name: b10204022, hole_card: ['C5', 'S2']
name: baseline2, hole_card: ['HA', 'H5']
name: b10204022, hole_card: ['C5', 'S2']
name: baseline2, hole_card: ['HA', 'H5']
name: b10204022, hole_card: ['C5', 'S2']
community cards of this round: ['C8', 'HT', 'S8', 'D6', 'CA']
name: baseline2, hole_card: ['D3', 'D5']
name: b10204022, hole_card: ['CQ', 'CK']
name: baseline2, hole_card: ['D3', 'D5']
name: b10204022, hole_card: ['CQ', 'CK']
community cards of this round: ['CQ', 'DA', 'H2', 'HQ', 'SQ']
name: baseline2, hole_card: ['C4', 'C2']
name: b10204022, hole_card: ['H5', 'C5']
name: baseline2, hole_card: ['C4', 'C2']
name: b10204022, hole_card: ['H5', 'C5']
name: baseline2, hole_card: ['C4', 'C2']
name: b10204022, hole_card: ['H5', 'C5']
community cards of this round: ['C4', 'CA', 'HQ', 'ST', 'H4']
name: baseline2, hole_card: ['CT', 'SQ']
name: b10204022, hole_card: ['C8', 'DA']
name: baseline2, hole_card: ['CT', 'SQ']
name: b10204022, hole_card: ['C8', 'DA']
community cards of this round: ['DA', 'CA', 'HJ', 'C7', 'C2']
name: baseline2, hole_card: ['SQ', 'D4']
name: b10204022, hole_card: ['H9', 'C6']
name: baseline2, hole_card: ['SQ', 'D4']
name: b10204022, hole_card: ['H9', 'C6']
name: baseline2, hole_card: ['SQ', 'D4']
name: b10204022, hole_card: ['H9', 'C6']
community cards of this round: ['HJ', 'H6', 'CA', 'DQ', 'ST']
name: baseline2, hole_card: ['H4', 'H2']
name: b10204022, hole_card: ['S6', 'HT']
name: baseline2, hole_card: ['H4', 'H2']
name: b10204022, hole_card: ['S6', 'HT']
community cards of this round: ['D8', 'CT', 'H5', 'H9', 'D6']
name: baseline2, hole_card: ['C4', 'D3']
name: b10204022, hole_card: ['DJ', 'DA']
name: baseline2, hole_card: ['C4', 'D3']
name: b10204022, hole_card: ['DJ', 'DA']
name: baseline2, hole_card: ['C4', 'D3']
name: b10204022, hole_card: ['DJ', 'DA']
community cards of this round: ['H8', 'D9', 'C8', 'CK', 'D5']
name: baseline2, hole_card: ['DQ', 'H5']
name: b10204022, hole_card: ['D4', 'D7']
name: baseline2, hole_card: ['DQ', 'H5']
name: b10204022, hole_card: ['D4', 'D7']
community cards of this round: ['HJ', 'HQ', 'S7', 'DT', 'S5']
name: baseline2, hole_card: ['HT', 'D8']
name: b10204022, hole_card: ['CT', 'D7']
name: baseline2, hole_card: ['HT', 'D8']
name: b10204022, hole_card: ['CT', 'D7']
name: baseline2, hole_card: ['HT', 'D8']
name: b10204022, hole_card: ['CT', 'D7']
community cards of this round: ['DQ', 'H9', 'D5', 'C2', 'S7']
name: baseline2, hole_card: ['S5', 'S9']
name: b10204022, hole_card: ['HK', 'H8']
name: baseline2, hole_card: ['S5', 'S9']
name: b10204022, hole_card: ['HK', 'H8']
community cards of this round: ['H7', 'D4', 'SJ', 'DT', 'C9']
name: baseline2, hole_card: ['SK', 'H2']
name: b10204022, hole_card: ['D5', 'HQ']
name: baseline2, hole_card: ['SK', 'H2']
name: b10204022, hole_card: ['D5', 'HQ']
name: baseline2, hole_card: ['SK', 'H2']
name: b10204022, hole_card: ['D5', 'HQ']
community cards of this round: ['DQ', 'D3', 'SJ', 'C3', 'S3']
name: baseline2, hole_card: ['DA', 'C4']
name: b10204022, hole_card: ['C6', 'H7']
name: baseline2, hole_card: ['DA', 'C4']
name: b10204022, hole_card: ['C6', 'H7']
community cards of this round: ['DA', 'S6', 'DK', 'D8', 'S9']
name: baseline2, hole_card: ['D4', 'HK']
name: b10204022, hole_card: ['DJ', 'H9']
name: baseline2, hole_card: ['D4', 'HK']
name: b10204022, hole_card: ['DJ', 'H9']
name: baseline2, hole_card: ['D4', 'HK']
name: b10204022, hole_card: ['DJ', 'H9']
community cards of this round: ['SK', 'D9', 'H8', 'CQ', 'DK']
name: baseline2, hole_card: ['SA', 'S8']
name: b10204022, hole_card: ['CA', 'D5']
name: baseline2, hole_card: ['SA', 'S8']
name: b10204022, hole_card: ['CA', 'D5']
community cards of this round: ['D8', 'S8', 'C6', 'D5', 'H3']
name: baseline2, hole_card: ['H8', 'HA']
name: b10204022, hole_card: ['SK', 'D3']
name: baseline2, hole_card: ['H8', 'HA']
name: b10204022, hole_card: ['SK', 'D3']
name: baseline2, hole_card: ['H8', 'HA']
name: b10204022, hole_card: ['SK', 'D3']
community cards of this round: ['S4', 'S6', 'D2', 'SK', 'DT']
name: baseline2, hole_card: ['C2', 'HJ']
name: b10204022, hole_card: ['H5', 'S5']
name: baseline2, hole_card: ['C2', 'HJ']
name: b10204022, hole_card: ['H5', 'S5']
community cards of this round: ['SK', 'H3', 'D7', 'H6', 'SA']
name: baseline2, hole_card: ['SQ', 'S8']
name: b10204022, hole_card: ['DJ', 'DA']
name: baseline2, hole_card: ['SQ', 'S8']
name: b10204022, hole_card: ['DJ', 'DA']
name: baseline2, hole_card: ['SQ', 'S8']
name: b10204022, hole_card: ['DJ', 'DA']
community cards of this round: ['C9', 'H2', 'CT', 'H4', 'D3']
name: baseline2, hole_card: ['SQ', 'D7']
name: b10204022, hole_card: ['ST', 'DA']
name: baseline2, hole_card: ['SQ', 'D7']
name: b10204022, hole_card: ['ST', 'DA']
community cards of this round: ['DA', 'D3', 'H3', 'C7', 'D7']
name: baseline2, hole_card: ['C3', 'HT']
name: b10204022, hole_card: ['HJ', 'H7']
name: baseline2, hole_card: ['C3', 'HT']
name: b10204022, hole_card: ['HJ', 'H7']
name: baseline2, hole_card: ['C3', 'HT']
name: b10204022, hole_card: ['HJ', 'H7']
b10204022 vs baseline2 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline2', 'uuid': 'ghkxjhrnpcbjhopevfaxha', 'stack': 929.4499104144872, 'state': 'participating'}, {'name': 'b10204022', 'uuid': 'lfypsettcrffbywxzhuyqt', 'stack': 1070.4499104144872, 'state': 'participating'}]}
蛤蛤蛤我是誰我在哪
community cards of this round: ['D6', 'S5', 'ST', 'C6', 'H3']
name: b10204022, hole_card: ['H2', 'CK']
name: baseline2, hole_card: ['S8', 'C5']
name: b10204022, hole_card: ['H2', 'CK']
name: baseline2, hole_card: ['S8', 'C5']
name: b10204022, hole_card: ['H2', 'CK']
name: baseline2, hole_card: ['S8', 'C5']
name: b10204022, hole_card: ['H2', 'CK']
name: baseline2, hole_card: ['S8', 'C5']
name: b10204022, hole_card: ['H2', 'CK']
name: baseline2, hole_card: ['S8', 'C5']
name: b10204022, hole_card: ['H2', 'CK']
name: baseline2, hole_card: ['S8', 'C5']
name: b10204022, hole_card: ['H2', 'CK']
name: baseline2, hole_card: ['S8', 'C5']
name: b10204022, hole_card: ['H2', 'CK']
name: baseline2, hole_card: ['S8', 'C5']
name: b10204022, hole_card: ['H2', 'CK']
name: baseline2, hole_card: ['S8', 'C5']
name: b10204022, hole_card: ['H2', 'CK']
name: baseline2, hole_card: ['S8', 'C5']
community cards of this round: ['H3', 'H6', 'C4', 'DJ', 'H7']
name: b10204022, hole_card: ['HA', 'H5']
name: baseline2, hole_card: ['C5', 'S2']
name: b10204022, hole_card: ['HA', 'H5']
name: baseline2, hole_card: ['C5', 'S2']
name: b10204022, hole_card: ['HA', 'H5']
name: baseline2, hole_card: ['C5', 'S2']
name: b10204022, hole_card: ['HA', 'H5']
name: baseline2, hole_card: ['C5', 'S2']
name: b10204022, hole_card: ['HA', 'H5']
name: baseline2, hole_card: ['C5', 'S2']
community cards of this round: ['C8', 'HT', 'S8', 'D6', 'CA']
name: b10204022, hole_card: ['D3', 'D5']
name: baseline2, hole_card: ['CQ', 'CK']
name: b10204022, hole_card: ['D3', 'D5']
name: baseline2, hole_card: ['CQ', 'CK']
name: b10204022, hole_card: ['D3', 'D5']
name: baseline2, hole_card: ['CQ', 'CK']
name: b10204022, hole_card: ['D3', 'D5']
name: baseline2, hole_card: ['CQ', 'CK']
name: b10204022, hole_card: ['D3', 'D5']
name: baseline2, hole_card: ['CQ', 'CK']
name: b10204022, hole_card: ['D3', 'D5']
name: baseline2, hole_card: ['CQ', 'CK']
name: b10204022, hole_card: ['D3', 'D5']
name: baseline2, hole_card: ['CQ', 'CK']
name: b10204022, hole_card: ['D3', 'D5']
name: baseline2, hole_card: ['CQ', 'CK']
name: b10204022, hole_card: ['D3', 'D5']
name: baseline2, hole_card: ['CQ', 'CK']
community cards of this round: ['CQ', 'DA', 'H2', 'HQ', 'SQ']
name: b10204022, hole_card: ['C4', 'C2']
name: baseline2, hole_card: ['H5', 'C5']
name: b10204022, hole_card: ['C4', 'C2']
name: baseline2, hole_card: ['H5', 'C5']
name: b10204022, hole_card: ['C4', 'C2']
name: baseline2, hole_card: ['H5', 'C5']
name: b10204022, hole_card: ['C4', 'C2']
name: baseline2, hole_card: ['H5', 'C5']
name: b10204022, hole_card: ['C4', 'C2']
name: baseline2, hole_card: ['H5', 'C5']
name: b10204022, hole_card: ['C4', 'C2']
name: baseline2, hole_card: ['H5', 'C5']
name: b10204022, hole_card: ['C4', 'C2']
name: baseline2, hole_card: ['H5', 'C5']
name: b10204022, hole_card: ['C4', 'C2']
name: baseline2, hole_card: ['H5', 'C5']
name: b10204022, hole_card: ['C4', 'C2']
name: baseline2, hole_card: ['H5', 'C5']
community cards of this round: ['C4', 'CA', 'HQ', 'ST', 'H4']
name: b10204022, hole_card: ['CT', 'SQ']
name: baseline2, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['CT', 'SQ']
name: baseline2, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['CT', 'SQ']
name: baseline2, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['CT', 'SQ']
name: baseline2, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['CT', 'SQ']
name: baseline2, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['CT', 'SQ']
name: baseline2, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['CT', 'SQ']
name: baseline2, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['CT', 'SQ']
name: baseline2, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['CT', 'SQ']
name: baseline2, hole_card: ['C8', 'DA']
name: b10204022, hole_card: ['CT', 'SQ']
name: baseline2, hole_card: ['C8', 'DA']
community cards of this round: ['DA', 'CA', 'HJ', 'C7', 'C2']
name: b10204022, hole_card: ['SQ', 'D4']
name: baseline2, hole_card: ['H9', 'C6']
name: b10204022, hole_card: ['SQ', 'D4']
name: baseline2, hole_card: ['H9', 'C6']
name: b10204022, hole_card: ['SQ', 'D4']
name: baseline2, hole_card: ['H9', 'C6']
community cards of this round: ['HJ', 'H6', 'CA', 'DQ', 'ST']
name: b10204022, hole_card: ['H4', 'H2']
name: baseline2, hole_card: ['S6', 'HT']
name: b10204022, hole_card: ['H4', 'H2']
name: baseline2, hole_card: ['S6', 'HT']
community cards of this round: ['D8', 'CT', 'H5', 'H9', 'D6']
name: b10204022, hole_card: ['C4', 'D3']
name: baseline2, hole_card: ['DJ', 'DA']
name: b10204022, hole_card: ['C4', 'D3']
name: baseline2, hole_card: ['DJ', 'DA']
name: b10204022, hole_card: ['C4', 'D3']
name: baseline2, hole_card: ['DJ', 'DA']
community cards of this round: ['H8', 'D9', 'C8', 'CK', 'D5']
name: b10204022, hole_card: ['DQ', 'H5']
name: baseline2, hole_card: ['D4', 'D7']
name: b10204022, hole_card: ['DQ', 'H5']
name: baseline2, hole_card: ['D4', 'D7']
community cards of this round: ['HJ', 'HQ', 'S7', 'DT', 'S5']
name: b10204022, hole_card: ['HT', 'D8']
name: baseline2, hole_card: ['CT', 'D7']
name: b10204022, hole_card: ['HT', 'D8']
name: baseline2, hole_card: ['CT', 'D7']
name: b10204022, hole_card: ['HT', 'D8']
name: baseline2, hole_card: ['CT', 'D7']
community cards of this round: ['DQ', 'H9', 'D5', 'C2', 'S7']
name: b10204022, hole_card: ['S5', 'S9']
name: baseline2, hole_card: ['HK', 'H8']
name: b10204022, hole_card: ['S5', 'S9']
name: baseline2, hole_card: ['HK', 'H8']
community cards of this round: ['H7', 'D4', 'SJ', 'DT', 'C9']
name: b10204022, hole_card: ['SK', 'H2']
name: baseline2, hole_card: ['D5', 'HQ']
name: b10204022, hole_card: ['SK', 'H2']
name: baseline2, hole_card: ['D5', 'HQ']
name: b10204022, hole_card: ['SK', 'H2']
name: baseline2, hole_card: ['D5', 'HQ']
community cards of this round: ['DQ', 'D3', 'SJ', 'C3', 'S3']
name: b10204022, hole_card: ['DA', 'C4']
name: baseline2, hole_card: ['C6', 'H7']
name: b10204022, hole_card: ['DA', 'C4']
name: baseline2, hole_card: ['C6', 'H7']
community cards of this round: ['DA', 'S6', 'DK', 'D8', 'S9']
name: b10204022, hole_card: ['D4', 'HK']
name: baseline2, hole_card: ['DJ', 'H9']
name: b10204022, hole_card: ['D4', 'HK']
name: baseline2, hole_card: ['DJ', 'H9']
name: b10204022, hole_card: ['D4', 'HK']
name: baseline2, hole_card: ['DJ', 'H9']
community cards of this round: ['SK', 'D9', 'H8', 'CQ', 'DK']
name: b10204022, hole_card: ['SA', 'S8']
name: baseline2, hole_card: ['CA', 'D5']
name: b10204022, hole_card: ['SA', 'S8']
name: baseline2, hole_card: ['CA', 'D5']
community cards of this round: ['D8', 'S8', 'C6', 'D5', 'H3']
name: b10204022, hole_card: ['H8', 'HA']
name: baseline2, hole_card: ['SK', 'D3']
name: b10204022, hole_card: ['H8', 'HA']
name: baseline2, hole_card: ['SK', 'D3']
name: b10204022, hole_card: ['H8', 'HA']
name: baseline2, hole_card: ['SK', 'D3']
community cards of this round: ['S4', 'S6', 'D2', 'SK', 'DT']
name: b10204022, hole_card: ['C2', 'HJ']
name: baseline2, hole_card: ['H5', 'S5']
name: b10204022, hole_card: ['C2', 'HJ']
name: baseline2, hole_card: ['H5', 'S5']
community cards of this round: ['SK', 'H3', 'D7', 'H6', 'SA']
name: b10204022, hole_card: ['SQ', 'S8']
name: baseline2, hole_card: ['DJ', 'DA']
name: b10204022, hole_card: ['SQ', 'S8']
name: baseline2, hole_card: ['DJ', 'DA']
name: b10204022, hole_card: ['SQ', 'S8']
name: baseline2, hole_card: ['DJ', 'DA']
community cards of this round: ['C9', 'H2', 'CT', 'H4', 'D3']
name: b10204022, hole_card: ['SQ', 'D7']
name: baseline2, hole_card: ['ST', 'DA']
name: b10204022, hole_card: ['SQ', 'D7']
name: baseline2, hole_card: ['ST', 'DA']
community cards of this round: ['DA', 'D3', 'H3', 'C7', 'D7']
name: b10204022, hole_card: ['C3', 'HT']
name: baseline2, hole_card: ['HJ', 'H7']
name: b10204022, hole_card: ['C3', 'HT']
name: baseline2, hole_card: ['HJ', 'H7']
name: b10204022, hole_card: ['C3', 'HT']
name: baseline2, hole_card: ['HJ', 'H7']
b10204022 vs baseline2 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10204022', 'uuid': 'ldjvgdzdqofcjabzrmwfaz', 'stack': 233.0, 'state': 'participating'}, {'name': 'baseline2', 'uuid': 'ebuujjwwkmffmrmmrnyzxd', 'stack': 1764.2806027761467, 'state': 'participating'}]}
