community cards of this round: ['HA', 'H3', 'H9', 'D4', 'C6']
name: baseline1, hole_card: ['CT', 'S4']
name: baseline1, hole_card: ['H5', 'SJ']
name: b10202024, hole_card: ['H9', 'C4']
name: baseline1, hole_card: ['H5', 'SJ']
name: b10202024, hole_card: ['H9', 'C4']
name: baseline1, hole_card: ['H5', 'SJ']
name: b10202024, hole_card: ['H9', 'C4']
name: baseline1, hole_card: ['H5', 'SJ']
name: b10202024, hole_card: ['H9', 'C4']
name: baseline1, hole_card: ['H5', 'SJ']
name: b10202024, hole_card: ['H9', 'C4']
name: baseline1, hole_card: ['H5', 'SJ']
name: b10202024, hole_card: ['H9', 'C4']
name: baseline1, hole_card: ['H5', 'SJ']
name: b10202024, hole_card: ['H9', 'C4']
name: baseline1, hole_card: ['H5', 'SJ']
name: b10202024, hole_card: ['H9', 'C4']
community cards of this round: ['CQ', 'D4', 'CT', 'HT', 'D7']
name: baseline1, hole_card: ['H9', 'S6']
name: b10202024, hole_card: ['S5', 'S2']
name: baseline1, hole_card: ['H9', 'S6']
name: b10202024, hole_card: ['S5', 'S2']
name: baseline1, hole_card: ['H9', 'S6']
name: b10202024, hole_card: ['S5', 'S2']
name: baseline1, hole_card: ['H9', 'S6']
name: b10202024, hole_card: ['S5', 'S2']
community cards of this round: ['ST', 'D2', 'C8', 'HT', 'D5']
name: baseline1, hole_card: ['S2', 'HA']
name: b10202024, hole_card: ['D9', 'H2']
name: baseline1, hole_card: ['S2', 'HA']
name: b10202024, hole_card: ['D9', 'H2']
name: baseline1, hole_card: ['S2', 'HA']
name: b10202024, hole_card: ['D9', 'H2']
name: baseline1, hole_card: ['S2', 'HA']
name: b10202024, hole_card: ['D9', 'H2']
name: baseline1, hole_card: ['S2', 'HA']
name: b10202024, hole_card: ['D9', 'H2']
name: baseline1, hole_card: ['S2', 'HA']
name: b10202024, hole_card: ['D9', 'H2']
name: baseline1, hole_card: ['S2', 'HA']
name: b10202024, hole_card: ['D9', 'H2']
name: baseline1, hole_card: ['S2', 'HA']
name: b10202024, hole_card: ['D9', 'H2']
name: baseline1, hole_card: ['S2', 'HA']
name: b10202024, hole_card: ['D9', 'H2']
name: baseline1, hole_card: ['S2', 'HA']
name: b10202024, hole_card: ['D9', 'H2']
name: baseline1, hole_card: ['S2', 'HA']
name: b10202024, hole_card: ['D9', 'H2']
community cards of this round: ['DJ', 'S2', 'DA', 'CQ', 'S7']
name: baseline1, hole_card: ['CT', 'D6']
name: b10202024, hole_card: ['C5', 'HK']
name: baseline1, hole_card: ['CT', 'D6']
name: b10202024, hole_card: ['C5', 'HK']
name: baseline1, hole_card: ['CT', 'D6']
name: b10202024, hole_card: ['C5', 'HK']
name: baseline1, hole_card: ['CT', 'D6']
name: b10202024, hole_card: ['C5', 'HK']
name: baseline1, hole_card: ['CT', 'D6']
name: b10202024, hole_card: ['C5', 'HK']
name: baseline1, hole_card: ['CT', 'D6']
name: b10202024, hole_card: ['C5', 'HK']
name: baseline1, hole_card: ['CT', 'D6']
name: b10202024, hole_card: ['C5', 'HK']
name: baseline1, hole_card: ['CT', 'D6']
name: b10202024, hole_card: ['C5', 'HK']
name: baseline1, hole_card: ['CT', 'D6']
name: b10202024, hole_card: ['C5', 'HK']
community cards of this round: ['SQ', 'C2', 'CA', 'C4', 'C6']
name: baseline1, hole_card: ['D7', 'HQ']
name: b10202024, hole_card: ['C3', 'DK']
name: baseline1, hole_card: ['D7', 'HQ']
name: b10202024, hole_card: ['C3', 'DK']
name: baseline1, hole_card: ['D7', 'HQ']
name: b10202024, hole_card: ['C3', 'DK']
name: baseline1, hole_card: ['D7', 'HQ']
name: b10202024, hole_card: ['C3', 'DK']
name: baseline1, hole_card: ['D7', 'HQ']
name: b10202024, hole_card: ['C3', 'DK']
name: baseline1, hole_card: ['D7', 'HQ']
name: b10202024, hole_card: ['C3', 'DK']
name: baseline1, hole_card: ['D7', 'HQ']
name: b10202024, hole_card: ['C3', 'DK']
name: baseline1, hole_card: ['D7', 'HQ']
name: b10202024, hole_card: ['C3', 'DK']
name: baseline1, hole_card: ['D7', 'HQ']
name: b10202024, hole_card: ['C3', 'DK']
name: baseline1, hole_card: ['D7', 'HQ']
name: b10202024, hole_card: ['C3', 'DK']
name: baseline1, hole_card: ['D7', 'HQ']
name: b10202024, hole_card: ['C3', 'DK']
community cards of this round: ['CQ', 'SA', 'HK', 'HJ', 'C3']
name: baseline1, hole_card: ['HQ', 'C6']
name: b10202024, hole_card: ['D4', 'SK']
name: baseline1, hole_card: ['HQ', 'C6']
name: b10202024, hole_card: ['D4', 'SK']
name: baseline1, hole_card: ['HQ', 'C6']
name: b10202024, hole_card: ['D4', 'SK']
name: baseline1, hole_card: ['HQ', 'C6']
name: b10202024, hole_card: ['D4', 'SK']
name: baseline1, hole_card: ['HQ', 'C6']
name: b10202024, hole_card: ['D4', 'SK']
community cards of this round: ['D4', 'C2', 'D7', 'SK', 'C3']
name: baseline1, hole_card: ['HJ', 'ST']
name: b10202024, hole_card: ['D5', 'H3']
name: baseline1, hole_card: ['HJ', 'ST']
name: b10202024, hole_card: ['D5', 'H3']
name: baseline1, hole_card: ['HJ', 'ST']
name: b10202024, hole_card: ['D5', 'H3']
community cards of this round: ['DA', 'DJ', 'DT', 'H4', 'C3']
name: baseline1, hole_card: ['S5', 'D5']
name: b10202024, hole_card: ['C2', 'S6']
name: baseline1, hole_card: ['S5', 'D5']
name: b10202024, hole_card: ['C2', 'S6']
community cards of this round: ['HK', 'CK', 'C9', 'S5', 'H6']
name: baseline1, hole_card: ['H9', 'DT']
name: b10202024, hole_card: ['S4', 'C3']
name: baseline1, hole_card: ['H9', 'DT']
name: b10202024, hole_card: ['S4', 'C3']
name: baseline1, hole_card: ['H9', 'DT']
name: b10202024, hole_card: ['S4', 'C3']
community cards of this round: ['DA', 'C5', 'D5', 'HA', 'H9']
name: baseline1, hole_card: ['C7', 'D9']
name: b10202024, hole_card: ['DT', 'CQ']
name: baseline1, hole_card: ['C7', 'D9']
name: b10202024, hole_card: ['DT', 'CQ']
community cards of this round: ['H3', 'DA', 'SQ', 'D4', 'D3']
name: baseline1, hole_card: ['S9', 'S6']
name: b10202024, hole_card: ['S8', 'H2']
name: baseline1, hole_card: ['S9', 'S6']
name: b10202024, hole_card: ['S8', 'H2']
name: baseline1, hole_card: ['S9', 'S6']
name: b10202024, hole_card: ['S8', 'H2']
community cards of this round: ['D2', 'C8', 'S4', 'CT', 'H9']
name: baseline1, hole_card: ['S9', 'H7']
name: b10202024, hole_card: ['D5', 'SQ']
name: baseline1, hole_card: ['S9', 'H7']
name: b10202024, hole_card: ['D5', 'SQ']
community cards of this round: ['H2', 'C2', 'HA', 'H4', 'HJ']
name: baseline1, hole_card: ['ST', 'DJ']
name: b10202024, hole_card: ['H8', 'D6']
name: baseline1, hole_card: ['ST', 'DJ']
name: b10202024, hole_card: ['H8', 'D6']
name: baseline1, hole_card: ['ST', 'DJ']
name: b10202024, hole_card: ['H8', 'D6']
community cards of this round: ['C7', 'HJ', 'CK', 'ST', 'CT']
name: baseline1, hole_card: ['C8', 'HK']
name: b10202024, hole_card: ['DT', 'D2']
name: baseline1, hole_card: ['C8', 'HK']
name: b10202024, hole_card: ['DT', 'D2']
community cards of this round: ['C7', 'H7', 'D3', 'HQ', 'C4']
name: baseline1, hole_card: ['DQ', 'S9']
name: b10202024, hole_card: ['C6', 'S3']
name: baseline1, hole_card: ['DQ', 'S9']
name: b10202024, hole_card: ['C6', 'S3']
name: baseline1, hole_card: ['DQ', 'S9']
name: b10202024, hole_card: ['C6', 'S3']
community cards of this round: ['HK', 'H2', 'C3', 'H3', 'CT']
name: baseline1, hole_card: ['SK', 'HT']
name: b10202024, hole_card: ['DJ', 'CQ']
name: baseline1, hole_card: ['SK', 'HT']
name: b10202024, hole_card: ['DJ', 'CQ']
community cards of this round: ['HK', 'S8', 'DQ', 'DT', 'H4']
name: baseline1, hole_card: ['H8', 'D8']
name: b10202024, hole_card: ['H3', 'CQ']
name: baseline1, hole_card: ['H8', 'D8']
name: b10202024, hole_card: ['H3', 'CQ']
name: baseline1, hole_card: ['H8', 'D8']
name: b10202024, hole_card: ['H3', 'CQ']
b10202024 vs baseline1 - Game 5: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline1', 'uuid': 'adckiyiyikkaafvdzakxax', 'stack': 720.0, 'state': 'participating'}, {'name': 'b10202024', 'uuid': 'btqjjxzpujiydsskcauhjw', 'stack': 1280.0, 'state': 'participating'}]}
b10202024 vs baseline1 - Match Result: 2 games won, 3.0 points earned
community cards of this round: ['H9', 'HJ', 'ST', 'DA', 'C6']
name: baseline2, hole_card: ['CK', 'H8']
name: b10202024, hole_card: ['D3', 'DT']
name: baseline2, hole_card: ['CK', 'H8']
name: b10202024, hole_card: ['D3', 'DT']
name: baseline2, hole_card: ['CK', 'H8']
name: b10202024, hole_card: ['D3', 'DT']
name: baseline2, hole_card: ['CK', 'H8']
name: b10202024, hole_card: ['D3', 'DT']
name: baseline2, hole_card: ['CK', 'H8']
name: b10202024, hole_card: ['D3', 'DT']
name: baseline2, hole_card: ['CK', 'H8']
name: b10202024, hole_card: ['D3', 'DT']
name: baseline2, hole_card: ['CK', 'H8']
name: b10202024, hole_card: ['D3', 'DT']
name: baseline2, hole_card: ['CK', 'H8']
name: b10202024, hole_card: ['D3', 'DT']
name: baseline2, hole_card: ['CK', 'H8']
name: b10202024, hole_card: ['D3', 'DT']
community cards of this round: ['D5', 'HK', 'HT', 'D2', 'H9']
name: baseline2, hole_card: ['D4', 'C4']
name: b10202024, hole_card: ['DJ', 'D9']
name: baseline2, hole_card: ['D4', 'C4']
name: b10202024, hole_card: ['DJ', 'D9']
name: baseline2, hole_card: ['D4', 'C4']
name: b10202024, hole_card: ['DJ', 'D9']
name: baseline2, hole_card: ['D4', 'C4']
name: b10202024, hole_card: ['DJ', 'D9']
name: baseline2, hole_card: ['D4', 'C4']
name: b10202024, hole_card: ['DJ', 'D9']
name: baseline2, hole_card: ['D4', 'C4']
name: b10202024, hole_card: ['DJ', 'D9']
name: baseline2, hole_card: ['D4', 'C4']
name: b10202024, hole_card: ['DJ', 'D9']
name: baseline2, hole_card: ['D4', 'C4']
name: b10202024, hole_card: ['DJ', 'D9']
name: baseline2, hole_card: ['D4', 'C4']
name: b10202024, hole_card: ['DJ', 'D9']
name: baseline2, hole_card: ['D4', 'C4']
name: b10202024, hole_card: ['DJ', 'D9']
name: baseline2, hole_card: ['D4', 'C4']
name: b10202024, hole_card: ['DJ', 'D9']
community cards of this round: ['S8', 'D5', 'D6', 'C8', 'SA']
name: baseline2, hole_card: ['C9', 'D8']
name: b10202024, hole_card: ['H9', 'HQ']
name: baseline2, hole_card: ['C9', 'D8']
name: b10202024, hole_card: ['H9', 'HQ']
name: baseline2, hole_card: ['C9', 'D8']
name: b10202024, hole_card: ['H9', 'HQ']
name: baseline2, hole_card: ['C9', 'D8']
name: b10202024, hole_card: ['H9', 'HQ']
name: baseline2, hole_card: ['C9', 'D8']
name: b10202024, hole_card: ['H9', 'HQ']
name: baseline2, hole_card: ['C9', 'D8']
name: b10202024, hole_card: ['H9', 'HQ']
name: baseline2, hole_card: ['C9', 'D8']
name: b10202024, hole_card: ['H9', 'HQ']
name: baseline2, hole_card: ['C9', 'D8']
name: b10202024, hole_card: ['H9', 'HQ']
name: baseline2, hole_card: ['C9', 'D8']
name: b10202024, hole_card: ['H9', 'HQ']
name: baseline2, hole_card: ['C9', 'D8']
name: b10202024, hole_card: ['H9', 'HQ']
name: baseline2, hole_card: ['C9', 'D8']
name: b10202024, hole_card: ['H9', 'HQ']
community cards of this round: ['DA', 'SJ', 'H9', 'CJ', 'D2']
name: baseline2, hole_card: ['D6', 'DJ']
name: b10202024, hole_card: ['H3', 'C3']
name: baseline2, hole_card: ['D6', 'DJ']
name: b10202024, hole_card: ['H3', 'C3']
community cards of this round: ['C6', 'CA', 'H5', 'SQ', 'D3']
name: baseline2, hole_card: ['HK', 'HT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['HK', 'HT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['HK', 'HT']
name: b10202024, hole_card: ['CK', 'H8']
community cards of this round: ['H9', 'S2', 'CK', 'H7', 'DQ']
name: baseline2, hole_card: ['DK', 'H2']
name: b10202024, hole_card: ['SA', 'S8']
name: baseline2, hole_card: ['DK', 'H2']
name: b10202024, hole_card: ['SA', 'S8']
community cards of this round: ['C8', 'CT', 'CQ', 'D4', 'CJ']
name: baseline2, hole_card: ['DT', 'D8']
name: b10202024, hole_card: ['SK', 'DQ']
name: baseline2, hole_card: ['DT', 'D8']
name: b10202024, hole_card: ['SK', 'DQ']
name: baseline2, hole_card: ['DT', 'D8']
name: b10202024, hole_card: ['SK', 'DQ']
community cards of this round: ['D7', 'S6', 'S3', 'CA', 'DT']
name: baseline2, hole_card: ['H2', 'D5']
name: b10202024, hole_card: ['C2', 'C9']
name: baseline2, hole_card: ['H2', 'D5']
name: b10202024, hole_card: ['C2', 'C9']
community cards of this round: ['S7', 'C8', 'D5', 'C3', 'S5']
name: baseline2, hole_card: ['H6', 'H7']
name: b10202024, hole_card: ['CQ', 'SJ']
name: baseline2, hole_card: ['H6', 'H7']
name: b10202024, hole_card: ['CQ', 'SJ']
name: baseline2, hole_card: ['H6', 'H7']
name: b10202024, hole_card: ['CQ', 'SJ']
community cards of this round: ['C6', 'D8', 'C9', 'S5', 'S6']
name: baseline2, hole_card: ['S9', 'H7']
name: b10202024, hole_card: ['HK', 'S2']
name: baseline2, hole_card: ['S9', 'H7']
name: b10202024, hole_card: ['HK', 'S2']
community cards of this round: ['C8', 'CK', 'H9', 'S4', 'SK']
name: baseline2, hole_card: ['C4', 'CA']
name: b10202024, hole_card: ['SA', 'CT']
name: baseline2, hole_card: ['C4', 'CA']
name: b10202024, hole_card: ['SA', 'CT']
name: baseline2, hole_card: ['C4', 'CA']
name: b10202024, hole_card: ['SA', 'CT']
community cards of this round: ['SA', 'C2', 'SJ', 'ST', 'C7']
name: baseline2, hole_card: ['CT', 'H9']
name: b10202024, hole_card: ['C8', 'CK']
name: baseline2, hole_card: ['CT', 'H9']
name: b10202024, hole_card: ['C8', 'CK']
community cards of this round: ['H2', 'H4', 'S4', 'HK', 'H6']
name: baseline2, hole_card: ['D5', 'C4']
name: b10202024, hole_card: ['D8', 'D9']
name: baseline2, hole_card: ['D5', 'C4']
name: b10202024, hole_card: ['D8', 'D9']
name: baseline2, hole_card: ['D5', 'C4']
name: b10202024, hole_card: ['D8', 'D9']
community cards of this round: ['CK', 'DT', 'C5', 'H2', 'CT']
name: baseline2, hole_card: ['DJ', 'S9']
name: b10202024, hole_card: ['HA', 'DQ']
name: baseline2, hole_card: ['DJ', 'S9']
name: b10202024, hole_card: ['HA', 'DQ']
community cards of this round: ['D4', 'HT', 'C5', 'DT', 'H3']
name: baseline2, hole_card: ['HA', 'D2']
name: b10202024, hole_card: ['CK', 'H6']
name: baseline2, hole_card: ['HA', 'D2']
name: b10202024, hole_card: ['CK', 'H6']
name: baseline2, hole_card: ['HA', 'D2']
name: b10202024, hole_card: ['CK', 'H6']
community cards of this round: ['DJ', 'CT', 'C4', 'H6', 'H8']
name: baseline2, hole_card: ['SK', 'HT']
name: b10202024, hole_card: ['CA', 'S6']
name: baseline2, hole_card: ['SK', 'HT']
name: b10202024, hole_card: ['CA', 'S6']
community cards of this round: ['SK', 'C7', 'DK', 'HT', 'CA']
name: baseline2, hole_card: ['S4', 'HA']
name: b10202024, hole_card: ['H8', 'C2']
name: baseline2, hole_card: ['S4', 'HA']
name: b10202024, hole_card: ['H8', 'C2']
name: baseline2, hole_card: ['S4', 'HA']
name: b10202024, hole_card: ['H8', 'C2']
community cards of this round: ['D8', 'S9', 'S4', 'HJ', 'SQ']
name: baseline2, hole_card: ['CA', 'H3']
name: b10202024, hole_card: ['H8', 'DA']
name: baseline2, hole_card: ['CA', 'H3']
name: b10202024, hole_card: ['H8', 'DA']
community cards of this round: ['C3', 'HQ', 'HT', 'H5', 'SK']
name: baseline2, hole_card: ['H3', 'DA']
name: b10202024, hole_card: ['C6', 'CJ']
name: baseline2, hole_card: ['H3', 'DA']
name: b10202024, hole_card: ['C6', 'CJ']
name: baseline2, hole_card: ['H3', 'DA']
name: b10202024, hole_card: ['C6', 'CJ']
community cards of this round: ['DJ', 'S6', 'CA', 'C2', 'C7']
name: baseline2, hole_card: ['C6', 'S7']
name: b10202024, hole_card: ['H4', 'SA']
name: baseline2, hole_card: ['C6', 'S7']
name: b10202024, hole_card: ['H4', 'SA']
b10202024 vs baseline2 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline2', 'uuid': 'masmmxnoroynkstmbwwdbz', 'stack': 1305.0, 'state': 'participating'}, {'name': 'b10202024', 'uuid': 'uxxvwfpirjhnwnvaledkns', 'stack': 695.0, 'state': 'participating'}]}
community cards of this round: ['H9', 'HJ', 'ST', 'DA', 'C6']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['D3', 'DT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['D3', 'DT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['D3', 'DT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['D3', 'DT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['D3', 'DT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['D3', 'DT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['D3', 'DT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['D3', 'DT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['D3', 'DT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['D3', 'DT']
name: b10202024, hole_card: ['CK', 'H8']
name: baseline2, hole_card: ['D3', 'DT']
community cards of this round: ['D5', 'HK', 'HT', 'D2', 'H9']
name: b10202024, hole_card: ['D4', 'C4']
name: baseline2, hole_card: ['DJ', 'D9']
name: b10202024, hole_card: ['D4', 'C4']
name: baseline2, hole_card: ['DJ', 'D9']
name: b10202024, hole_card: ['D4', 'C4']
name: baseline2, hole_card: ['DJ', 'D9']
name: b10202024, hole_card: ['D4', 'C4']
name: baseline2, hole_card: ['DJ', 'D9']
name: b10202024, hole_card: ['D4', 'C4']
name: baseline2, hole_card: ['DJ', 'D9']
name: b10202024, hole_card: ['D4', 'C4']
name: baseline2, hole_card: ['DJ', 'D9']
name: b10202024, hole_card: ['D4', 'C4']
name: baseline2, hole_card: ['DJ', 'D9']
name: b10202024, hole_card: ['D4', 'C4']
name: baseline2, hole_card: ['DJ', 'D9']
name: b10202024, hole_card: ['D4', 'C4']
name: baseline2, hole_card: ['DJ', 'D9']
community cards of this round: ['S8', 'D5', 'D6', 'C8', 'SA']
name: b10202024, hole_card: ['C9', 'D8']
name: baseline2, hole_card: ['H9', 'HQ']
name: b10202024, hole_card: ['C9', 'D8']
name: baseline2, hole_card: ['H9', 'HQ']
community cards of this round: ['DA', 'SJ', 'H9', 'CJ', 'D2']
name: b10202024, hole_card: ['D6', 'DJ']
name: baseline2, hole_card: ['H3', 'C3']
name: b10202024, hole_card: ['D6', 'DJ']
name: baseline2, hole_card: ['H3', 'C3']
name: b10202024, hole_card: ['D6', 'DJ']
name: baseline2, hole_card: ['H3', 'C3']
community cards of this round: ['C6', 'CA', 'H5', 'SQ', 'D3']
name: b10202024, hole_card: ['HK', 'HT']
name: baseline2, hole_card: ['CK', 'H8']
name: b10202024, hole_card: ['HK', 'HT']
name: baseline2, hole_card: ['CK', 'H8']
community cards of this round: ['H9', 'S2', 'CK', 'H7', 'DQ']
name: b10202024, hole_card: ['DK', 'H2']
name: baseline2, hole_card: ['SA', 'S8']
name: b10202024, hole_card: ['DK', 'H2']
name: baseline2, hole_card: ['SA', 'S8']
name: b10202024, hole_card: ['DK', 'H2']
name: baseline2, hole_card: ['SA', 'S8']
community cards of this round: ['C8', 'CT', 'CQ', 'D4', 'CJ']
name: b10202024, hole_card: ['DT', 'D8']
name: baseline2, hole_card: ['SK', 'DQ']
name: b10202024, hole_card: ['DT', 'D8']
name: baseline2, hole_card: ['SK', 'DQ']
community cards of this round: ['D7', 'S6', 'S3', 'CA', 'DT']
name: b10202024, hole_card: ['H2', 'D5']
name: baseline2, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['H2', 'D5']
name: baseline2, hole_card: ['C2', 'C9']
name: b10202024, hole_card: ['H2', 'D5']
name: baseline2, hole_card: ['C2', 'C9']
community cards of this round: ['S7', 'C8', 'D5', 'C3', 'S5']
name: b10202024, hole_card: ['H6', 'H7']
name: baseline2, hole_card: ['CQ', 'SJ']
name: b10202024, hole_card: ['H6', 'H7']
name: baseline2, hole_card: ['CQ', 'SJ']
community cards of this round: ['C6', 'D8', 'C9', 'S5', 'S6']
name: b10202024, hole_card: ['S9', 'H7']
name: baseline2, hole_card: ['HK', 'S2']
name: b10202024, hole_card: ['S9', 'H7']
name: baseline2, hole_card: ['HK', 'S2']
name: b10202024, hole_card: ['S9', 'H7']
name: baseline2, hole_card: ['HK', 'S2']
community cards of this round: ['C8', 'CK', 'H9', 'S4', 'SK']
name: b10202024, hole_card: ['C4', 'CA']
name: baseline2, hole_card: ['SA', 'CT']
name: b10202024, hole_card: ['C4', 'CA']
name: baseline2, hole_card: ['SA', 'CT']
community cards of this round: ['SA', 'C2', 'SJ', 'ST', 'C7']
name: b10202024, hole_card: ['CT', 'H9']
name: baseline2, hole_card: ['C8', 'CK']
name: b10202024, hole_card: ['CT', 'H9']
name: baseline2, hole_card: ['C8', 'CK']
name: b10202024, hole_card: ['CT', 'H9']
name: baseline2, hole_card: ['C8', 'CK']
community cards of this round: ['H2', 'H4', 'S4', 'HK', 'H6']
name: b10202024, hole_card: ['D5', 'C4']
name: baseline2, hole_card: ['D8', 'D9']
name: b10202024, hole_card: ['D5', 'C4']
name: baseline2, hole_card: ['D8', 'D9']
community cards of this round: ['CK', 'DT', 'C5', 'H2', 'CT']
name: b10202024, hole_card: ['DJ', 'S9']
name: baseline2, hole_card: ['HA', 'DQ']
name: b10202024, hole_card: ['DJ', 'S9']
name: baseline2, hole_card: ['HA', 'DQ']
name: b10202024, hole_card: ['DJ', 'S9']
name: baseline2, hole_card: ['HA', 'DQ']
community cards of this round: ['D4', 'HT', 'C5', 'DT', 'H3']
name: b10202024, hole_card: ['HA', 'D2']
name: baseline2, hole_card: ['CK', 'H6']
name: b10202024, hole_card: ['HA', 'D2']
