community cards of this round: ['S7', 'C4', 'C7', 'H6', 'HA']
name: baseline1, hole_card: ['H8', 'D6']
name: b10505044, hole_card: ['H7', 'H6']
name: baseline1, hole_card: ['ST', 'SA']
community cards of this round: ['H4', 'S6', 'S5', 'DJ', 'H3']
name: b10505044, hole_card: ['ST', 'C3']
name: baseline1, hole_card: ['CQ', 'SA']
name: b10505044, hole_card: ['ST', 'C3']
name: baseline1, hole_card: ['CQ', 'SA']
name: b10505044, hole_card: ['ST', 'C3']
name: baseline1, hole_card: ['CQ', 'SA']
name: b10505044, hole_card: ['ST', 'C3']
name: baseline1, hole_card: ['CQ', 'SA']
name: b10505044, hole_card: ['ST', 'C3']
name: baseline1, hole_card: ['CQ', 'SA']
name: b10505044, hole_card: ['ST', 'C3']
name: baseline1, hole_card: ['CQ', 'SA']
b10505044 vs baseline1 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10505044', 'uuid': 'lnzvurwtjtvqtgjbxoyckh', 'stack': 766.25, 'state': 'participating'}, {'name': 'baseline1', 'uuid': 'yqilqjlajuvcoquvcntrfm', 'stack': 1233.25, 'state': 'participating'}]}
community cards of this round: ['C5', 'C7', 'S2', 'H4', 'D8']
name: baseline1, hole_card: ['CT', 'HA']
name: b10505044, hole_card: ['H3', 'HJ']
name: baseline1, hole_card: ['CT', 'HA']
name: b10505044, hole_card: ['H3', 'HJ']
name: baseline1, hole_card: ['CT', 'HA']
name: b10505044, hole_card: ['H3', 'HJ']
name: baseline1, hole_card: ['CT', 'HA']
name: b10505044, hole_card: ['H3', 'HJ']
community cards of this round: ['S5', 'D9', 'DT', 'S7', 'C3']
name: baseline1, hole_card: ['H5', 'S9']
name: b10505044, hole_card: ['D6', 'SK']
name: baseline1, hole_card: ['H5', 'S9']
name: b10505044, hole_card: ['D6', 'SK']
name: baseline1, hole_card: ['H5', 'S9']
name: b10505044, hole_card: ['D6', 'SK']
name: baseline1, hole_card: ['H5', 'S9']
name: b10505044, hole_card: ['D6', 'SK']
name: baseline1, hole_card: ['H5', 'S9']
name: b10505044, hole_card: ['D6', 'SK']
name: baseline1, hole_card: ['H5', 'S9']
name: b10505044, hole_card: ['D6', 'SK']
name: baseline1, hole_card: ['H5', 'S9']
name: b10505044, hole_card: ['D6', 'SK']
community cards of this round: ['HA', 'D5', 'D6', 'C6', 'SA']
name: baseline1, hole_card: ['H9', 'S2']
name: b10505044, hole_card: ['C9', 'HK']
name: baseline1, hole_card: ['H9', 'S2']
name: b10505044, hole_card: ['C9', 'HK']
name: baseline1, hole_card: ['H9', 'S2']
name: b10505044, hole_card: ['C9', 'HK']
name: baseline1, hole_card: ['H9', 'S2']
name: b10505044, hole_card: ['C9', 'HK']
name: baseline1, hole_card: ['H9', 'S2']
name: b10505044, hole_card: ['C9', 'HK']
community cards of this round: ['HA', 'D3', 'S9', 'D6', 'ST']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
name: baseline1, hole_card: ['S8', 'CQ']
name: b10505044, hole_card: ['SJ', 'SA']
community cards of this round: ['S6', 'C5', 'H7', 'S7', 'D6']
name: baseline1, hole_card: ['H2', 'D3']
name: b10505044, hole_card: ['H8', 'DJ']
name: baseline1, hole_card: ['H2', 'D3']
name: b10505044, hole_card: ['H8', 'DJ']
name: baseline1, hole_card: ['H2', 'D3']
name: b10505044, hole_card: ['H8', 'DJ']
name: baseline1, hole_card: ['H2', 'D3']
name: b10505044, hole_card: ['H8', 'DJ']
name: baseline1, hole_card: ['H2', 'D3']
name: b10505044, hole_card: ['H8', 'DJ']
community cards of this round: ['HQ', 'C4', 'CQ', 'HK', 'DA']
name: baseline1, hole_card: ['SA', 'DQ']
name: b10505044, hole_card: ['SK', 'HA']
name: baseline1, hole_card: ['SA', 'DQ']
name: b10505044, hole_card: ['SK', 'HA']
name: baseline1, hole_card: ['SA', 'DQ']
name: b10505044, hole_card: ['SK', 'HA']
name: baseline1, hole_card: ['SA', 'DQ']
name: b10505044, hole_card: ['SK', 'HA']
name: baseline1, hole_card: ['SA', 'DQ']
name: b10505044, hole_card: ['SK', 'HA']
name: baseline1, hole_card: ['SA', 'DQ']
name: b10505044, hole_card: ['SK', 'HA']
name: baseline1, hole_card: ['SA', 'DQ']
name: b10505044, hole_card: ['SK', 'HA']
name: baseline1, hole_card: ['SA', 'DQ']
name: b10505044, hole_card: ['SK', 'HA']
community cards of this round: ['CA', 'D9', 'D3', 'D6', 'H7']
name: baseline1, hole_card: ['DK', 'HT']
name: b10505044, hole_card: ['H5', 'DT']
name: baseline1, hole_card: ['DK', 'HT']
name: b10505044, hole_card: ['H5', 'DT']
name: baseline1, hole_card: ['DK', 'HT']
name: b10505044, hole_card: ['H5', 'DT']
name: baseline1, hole_card: ['DK', 'HT']
name: b10505044, hole_card: ['H5', 'DT']
community cards of this round: ['CT', 'H8', 'S2', 'H5', 'HJ']
name: baseline1, hole_card: ['SK', 'C7']
name: b10505044, hole_card: ['H7', 'HK']
name: baseline1, hole_card: ['SK', 'C7']
name: b10505044, hole_card: ['H7', 'HK']
name: baseline1, hole_card: ['SK', 'C7']
name: b10505044, hole_card: ['H7', 'HK']
name: baseline1, hole_card: ['SK', 'C7']
name: b10505044, hole_card: ['H7', 'HK']
name: baseline1, hole_card: ['SK', 'C7']
name: b10505044, hole_card: ['H7', 'HK']
name: baseline1, hole_card: ['SK', 'C7']
name: b10505044, hole_card: ['H7', 'HK']
name: baseline1, hole_card: ['SK', 'C7']
name: b10505044, hole_card: ['H7', 'HK']
name: baseline1, hole_card: ['SK', 'C7']
name: b10505044, hole_card: ['H7', 'HK']
community cards of this round: ['C5', 'C6', 'S8', 'D8', 'C8']
name: baseline1, hole_card: ['S5', 'HA']
name: b10505044, hole_card: ['H9', 'SK']
name: baseline1, hole_card: ['S5', 'HA']
name: b10505044, hole_card: ['H9', 'SK']
name: baseline1, hole_card: ['S5', 'HA']
name: b10505044, hole_card: ['H9', 'SK']
name: baseline1, hole_card: ['S5', 'HA']
name: b10505044, hole_card: ['H9', 'SK']
name: baseline1, hole_card: ['S5', 'HA']
name: b10505044, hole_card: ['H9', 'SK']
name: baseline1, hole_card: ['S5', 'HA']
name: b10505044, hole_card: ['H9', 'SK']
name: baseline1, hole_card: ['S5', 'HA']
name: b10505044, hole_card: ['H9', 'SK']
name: baseline1, hole_card: ['S5', 'HA']
name: b10505044, hole_card: ['H9', 'SK']
name: baseline1, hole_card: ['S5', 'HA']
name: b10505044, hole_card: ['H9', 'SK']
community cards of this round: ['D3', 'ST', 'C8', 'SA', 'HJ']
name: baseline1, hole_card: ['CQ', 'HT']
name: b10505044, hole_card: ['S2', 'S4']
name: baseline1, hole_card: ['CQ', 'HT']
name: b10505044, hole_card: ['S2', 'S4']
name: baseline1, hole_card: ['CQ', 'HT']
name: b10505044, hole_card: ['S2', 'S4']
community cards of this round: ['DQ', 'D3', 'C6', 'D7', 'D2']
name: baseline1, hole_card: ['C9', 'C4']
name: b10505044, hole_card: ['D4', 'H8']
name: baseline1, hole_card: ['C9', 'C4']
name: b10505044, hole_card: ['D4', 'H8']
name: baseline1, hole_card: ['C9', 'C4']
name: b10505044, hole_card: ['D4', 'H8']
name: baseline1, hole_card: ['C9', 'C4']
name: b10505044, hole_card: ['D4', 'H8']
community cards of this round: ['S4', 'DA', 'DK', 'S5', 'HK']
name: baseline1, hole_card: ['DQ', 'S8']
name: b10505044, hole_card: ['D9', 'C7']
name: baseline1, hole_card: ['DQ', 'S8']
name: b10505044, hole_card: ['D9', 'C7']
name: baseline1, hole_card: ['DQ', 'S8']
name: b10505044, hole_card: ['D9', 'C7']
name: baseline1, hole_card: ['DQ', 'S8']
name: b10505044, hole_card: ['D9', 'C7']
name: baseline1, hole_card: ['DQ', 'S8']
name: b10505044, hole_card: ['D9', 'C7']
community cards of this round: ['S9', 'SJ', 'HA', 'C9', 'D7']
name: baseline1, hole_card: ['SK', 'D6']
name: b10505044, hole_card: ['DK', 'D2']
name: baseline1, hole_card: ['SK', 'D6']
name: b10505044, hole_card: ['DK', 'D2']
name: baseline1, hole_card: ['SK', 'D6']
name: b10505044, hole_card: ['DK', 'D2']
name: baseline1, hole_card: ['SK', 'D6']
name: b10505044, hole_card: ['DK', 'D2']
name: baseline1, hole_card: ['SK', 'D6']
name: b10505044, hole_card: ['DK', 'D2']
name: baseline1, hole_card: ['SK', 'D6']
name: b10505044, hole_card: ['DK', 'D2']
name: baseline1, hole_card: ['SK', 'D6']
name: b10505044, hole_card: ['DK', 'D2']
name: baseline1, hole_card: ['SK', 'D6']
name: b10505044, hole_card: ['DK', 'D2']
name: baseline1, hole_card: ['SK', 'D6']
name: b10505044, hole_card: ['DK', 'D2']
community cards of this round: ['C4', 'C2', 'H7', 'HA', 'S9']
name: baseline1, hole_card: ['S7', 'H4']
name: b10505044, hole_card: ['S2', 'D5']
name: baseline1, hole_card: ['S7', 'H4']
name: b10505044, hole_card: ['S2', 'D5']
name: baseline1, hole_card: ['S7', 'H4']
name: b10505044, hole_card: ['S2', 'D5']
name: baseline1, hole_card: ['S7', 'H4']
name: b10505044, hole_card: ['S2', 'D5']
name: baseline1, hole_card: ['S7', 'H4']
name: b10505044, hole_card: ['S2', 'D5']
name: baseline1, hole_card: ['S7', 'H4']
name: b10505044, hole_card: ['S2', 'D5']
name: baseline1, hole_card: ['S7', 'H4']
name: b10505044, hole_card: ['S2', 'D5']
name: baseline1, hole_card: ['S7', 'H4']
name: b10505044, hole_card: ['S2', 'D5']
b10505044 vs baseline1 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline1', 'uuid': 'kwmfuhmsmjqljngblgsufl', 'stack': 1998.375, 'state': 'participating'}, {'name': 'b10505044', 'uuid': 'rjfloakqvbnhsihciqbknd', 'stack': 0, 'state': 'folded'}]}
community cards of this round: ['C5', 'C7', 'S2', 'H4', 'D8']
name: b10505044, hole_card: ['CT', 'HA']
name: baseline1, hole_card: ['H3', 'HJ']
name: b10505044, hole_card: ['CT', 'HA']
name: baseline1, hole_card: ['H3', 'HJ']
name: b10505044, hole_card: ['CT', 'HA']
name: baseline1, hole_card: ['H3', 'HJ']
name: b10505044, hole_card: ['CT', 'HA']
name: baseline1, hole_card: ['H3', 'HJ']
community cards of this round: ['S5', 'D9', 'DT', 'S7', 'C3']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline1, hole_card: ['D6', 'SK']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline1, hole_card: ['D6', 'SK']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline1, hole_card: ['D6', 'SK']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline1, hole_card: ['D6', 'SK']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline1, hole_card: ['D6', 'SK']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline1, hole_card: ['D6', 'SK']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline1, hole_card: ['D6', 'SK']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline1, hole_card: ['D6', 'SK']
name: b10505044, hole_card: ['H5', 'S9']
name: baseline1, hole_card: ['D6', 'SK']
community cards of this round: ['HA', 'D5', 'D6', 'C6', 'SA']
name: b10505044, hole_card: ['H9', 'S2']
name: baseline1, hole_card: ['C9', 'HK']
name: b10505044, hole_card: ['H9', 'S2']
name: baseline1, hole_card: ['C9', 'HK']
name: b10505044, hole_card: ['H9', 'S2']
name: baseline1, hole_card: ['C9', 'HK']
community cards of this round: ['HA', 'D3', 'S9', 'D6', 'ST']
name: b10505044, hole_card: ['S8', 'CQ']
name: baseline1, hole_card: ['SJ', 'SA']
name: b10505044, hole_card: ['S8', 'CQ']
name: baseline1, hole_card: ['SJ', 'SA']
name: b10505044, hole_card: ['S8', 'CQ']
name: baseline1, hole_card: ['SJ', 'SA']
name: b10505044, hole_card: ['S8', 'CQ']
name: baseline1, hole_card: ['SJ', 'SA']
name: b10505044, hole_card: ['S8', 'CQ']
name: baseline1, hole_card: ['SJ', 'SA']
name: b10505044, hole_card: ['S8', 'CQ']
name: baseline1, hole_card: ['SJ', 'SA']
name: b10505044, hole_card: ['S8', 'CQ']
name: baseline1, hole_card: ['SJ', 'SA']
community cards of this round: ['S6', 'C5', 'H7', 'S7', 'D6']
name: b10505044, hole_card: ['H2', 'D3']
name: baseline1, hole_card: ['H8', 'DJ']
name: b10505044, hole_card: ['H2', 'D3']
name: baseline1, hole_card: ['H8', 'DJ']
name: b10505044, hole_card: ['H2', 'D3']
name: baseline1, hole_card: ['H8', 'DJ']
name: b10505044, hole_card: ['H2', 'D3']
name: baseline1, hole_card: ['H8', 'DJ']
name: b10505044, hole_card: ['H2', 'D3']
name: baseline1, hole_card: ['H8', 'DJ']
name: b10505044, hole_card: ['H2', 'D3']
name: baseline1, hole_card: ['H8', 'DJ']
community cards of this round: ['HQ', 'C4', 'CQ', 'HK', 'DA']
name: b10505044, hole_card: ['SA', 'DQ']
name: baseline1, hole_card: ['SK', 'HA']
name: b10505044, hole_card: ['SA', 'DQ']
name: baseline1, hole_card: ['SK', 'HA']
name: b10505044, hole_card: ['SA', 'DQ']
name: baseline1, hole_card: ['SK', 'HA']
name: b10505044, hole_card: ['SA', 'DQ']
name: baseline1, hole_card: ['SK', 'HA']
name: b10505044, hole_card: ['SA', 'DQ']
name: baseline1, hole_card: ['SK', 'HA']
name: b10505044, hole_card: ['SA', 'DQ']
name: baseline1, hole_card: ['SK', 'HA']
name: b10505044, hole_card: ['SA', 'DQ']
name: baseline1, hole_card: ['SK', 'HA']
name: b10505044, hole_card: ['SA', 'DQ']
name: baseline1, hole_card: ['SK', 'HA']
name: b10505044, hole_card: ['SA', 'DQ']
name: baseline1, hole_card: ['SK', 'HA']
community cards of this round: ['CA', 'D9', 'D3', 'D6', 'H7']
name: b10505044, hole_card: ['DK', 'HT']
name: baseline1, hole_card: ['H5', 'DT']
name: b10505044, hole_card: ['DK', 'HT']
name: baseline1, hole_card: ['H5', 'DT']
name: b10505044, hole_card: ['DK', 'HT']
name: baseline1, hole_card: ['H5', 'DT']
name: b10505044, hole_card: ['DK', 'HT']
name: baseline1, hole_card: ['H5', 'DT']
name: b10505044, hole_card: ['DK', 'HT']
name: baseline1, hole_card: ['H5', 'DT']
name: b10505044, hole_card: ['DK', 'HT']
name: baseline1, hole_card: ['H5', 'DT']
name: b10505044, hole_card: ['DK', 'HT']
name: baseline1, hole_card: ['H5', 'DT']
name: b10505044, hole_card: ['DK', 'HT']
name: baseline1, hole_card: ['H5', 'DT']
community cards of this round: ['CT', 'H8', 'S2', 'H5', 'HJ']
name: b10505044, hole_card: ['SK', 'C7']
name: baseline1, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'C7']
name: baseline1, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'C7']
name: baseline1, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'C7']
name: baseline1, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'C7']
name: baseline1, hole_card: ['H7', 'HK']
name: b10505044, hole_card: ['SK', 'C7']
name: baseline1, hole_card: ['H7', 'HK']
community cards of this round: ['C5', 'C6', 'S8', 'D8', 'C8']
name: b10505044, hole_card: ['S5', 'HA']
name: baseline1, hole_card: ['H9', 'SK']
name: b10505044, hole_card: ['S5', 'HA']
name: baseline1, hole_card: ['H9', 'SK']
name: b10505044, hole_card: ['S5', 'HA']
name: baseline1, hole_card: ['H9', 'SK']
name: b10505044, hole_card: ['S5', 'HA']
name: baseline1, hole_card: ['H9', 'SK']
name: b10505044, hole_card: ['S5', 'HA']
name: baseline1, hole_card: ['H9', 'SK']
name: b10505044, hole_card: ['S5', 'HA']
name: baseline1, hole_card: ['H9', 'SK']
name: b10505044, hole_card: ['S5', 'HA']
name: baseline1, hole_card: ['H9', 'SK']
name: b10505044, hole_card: ['S5', 'HA']
name: baseline1, hole_card: ['H9', 'SK']
name: b10505044, hole_card: ['S5', 'HA']
name: baseline1, hole_card: ['H9', 'SK']
name: b10505044, hole_card: ['S5', 'HA']
name: baseline1, hole_card: ['H9', 'SK']
community cards of this round: ['D3', 'ST', 'C8', 'SA', 'HJ']
name: b10505044, hole_card: ['CQ', 'HT']
name: baseline1, hole_card: ['S2', 'S4']
name: b10505044, hole_card: ['CQ', 'HT']
name: baseline1, hole_card: ['S2', 'S4']
name: b10505044, hole_card: ['CQ', 'HT']
name: baseline1, hole_card: ['S2', 'S4']
name: b10505044, hole_card: ['CQ', 'HT']
name: baseline1, hole_card: ['S2', 'S4']
name: b10505044, hole_card: ['CQ', 'HT']
name: baseline1, hole_card: ['S2', 'S4']
community cards of this round: ['DQ', 'D3', 'C6', 'D7', 'D2']
name: b10505044, hole_card: ['C9', 'C4']
name: baseline1, hole_card: ['D4', 'H8']
name: b10505044, hole_card: ['C9', 'C4']
name: baseline1, hole_card: ['D4', 'H8']
name: b10505044, hole_card: ['C9', 'C4']
name: baseline1, hole_card: ['D4', 'H8']
name: b10505044, hole_card: ['C9', 'C4']
name: baseline1, hole_card: ['D4', 'H8']
name: b10505044, hole_card: ['C9', 'C4']
name: baseline1, hole_card: ['D4', 'H8']
community cards of this round: ['S4', 'DA', 'DK', 'S5', 'HK']
name: b10505044, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['D9', 'C7']
name: b10505044, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['D9', 'C7']
name: b10505044, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['D9', 'C7']
name: b10505044, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['D9', 'C7']
name: b10505044, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['D9', 'C7']
name: b10505044, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['D9', 'C7']
name: b10505044, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['D9', 'C7']
community cards of this round: ['S9', 'SJ', 'HA', 'C9', 'D7']
name: b10505044, hole_card: ['SK', 'D6']
name: baseline1, hole_card: ['DK', 'D2']
name: b10505044, hole_card: ['SK', 'D6']
name: baseline1, hole_card: ['DK', 'D2']
name: b10505044, hole_card: ['SK', 'D6']
name: baseline1, hole_card: ['DK', 'D2']
name: b10505044, hole_card: ['SK', 'D6']
name: baseline1, hole_card: ['DK', 'D2']
name: b10505044, hole_card: ['SK', 'D6']
name: baseline1, hole_card: ['DK', 'D2']
name: b10505044, hole_card: ['SK', 'D6']
name: baseline1, hole_card: ['DK', 'D2']
name: b10505044, hole_card: ['SK', 'D6']
name: baseline1, hole_card: ['DK', 'D2']
name: b10505044, hole_card: ['SK', 'D6']
name: baseline1, hole_card: ['DK', 'D2']
name: b10505044, hole_card: ['SK', 'D6']
name: baseline1, hole_card: ['DK', 'D2']
community cards of this round: ['C4', 'C2', 'H7', 'HA', 'S9']
name: b10505044, hole_card: ['S7', 'H4']
name: baseline1, hole_card: ['S2', 'D5']
name: b10505044, hole_card: ['S7', 'H4']
name: baseline1, hole_card: ['S2', 'D5']
community cards of this round: ['SA', 'CQ', 'HT', 'DJ', 'DT']
name: b10505044, hole_card: ['D4', 'C8']
name: baseline1, hole_card: ['H2', 'H7']
name: b10505044, hole_card: ['D4', 'C8']
name: baseline1, hole_card: ['H2', 'H7']
name: b10505044, hole_card: ['D4', 'C8']
name: baseline1, hole_card: ['H2', 'H7']
name: b10505044, hole_card: ['D4', 'C8']
name: baseline1, hole_card: ['H2', 'H7']
community cards of this round: ['D3', 'C2', 'SQ', 'C5', 'D5']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline1, hole_card: ['HQ', 'C8']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline1, hole_card: ['HQ', 'C8']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline1, hole_card: ['HQ', 'C8']
name: b10505044, hole_card: ['C6', 'S5']
name: baseline1, hole_card: ['HQ', 'C8']
community cards of this round: ['HQ', 'DT', 'CQ', 'CT', 'C9']
name: b10505044, hole_card: ['S4', 'SK']
name: baseline1, hole_card: ['CJ', 'HA']
name: b10505044, hole_card: ['S4', 'SK']
name: baseline1, hole_card: ['CJ', 'HA']
name: b10505044, hole_card: ['S4', 'SK']
name: baseline1, hole_card: ['CJ', 'HA']
name: b10505044, hole_card: ['S4', 'SK']
name: baseline1, hole_card: ['CJ', 'HA']
name: b10505044, hole_card: ['S4', 'SK']
name: baseline1, hole_card: ['CJ', 'HA']
name: b10505044, hole_card: ['S4', 'SK']
name: baseline1, hole_card: ['CJ', 'HA']
name: b10505044, hole_card: ['S4', 'SK']
name: baseline1, hole_card: ['CJ', 'HA']
name: b10505044, hole_card: ['S4', 'SK']
name: baseline1, hole_card: ['CJ', 'HA']
name: b10505044, hole_card: ['S4', 'SK']
name: baseline1, hole_card: ['CJ', 'HA']
community cards of this round: ['D2', 'CA', 'DJ', 'CT', 'CQ']
name: b10505044, hole_card: ['C5', 'S8']
name: baseline1, hole_card: ['H6', 'C9']
name: b10505044, hole_card: ['C5', 'S8']
name: baseline1, hole_card: ['H6', 'C9']
name: b10505044, hole_card: ['C5', 'S8']
name: baseline1, hole_card: ['H6', 'C9']
name: b10505044, hole_card: ['C5', 'S8']
name: baseline1, hole_card: ['H6', 'C9']
community cards of this round: ['HA', 'SJ', 'D5', 'DA', 'S2']
name: b10505044, hole_card: ['DQ', 'HJ']
name: baseline1, hole_card: ['HK', 'H9']
name: b10505044, hole_card: ['DQ', 'HJ']
name: baseline1, hole_card: ['HK', 'H9']
name: b10505044, hole_card: ['DQ', 'HJ']
name: baseline1, hole_card: ['HK', 'H9']
name: b10505044, hole_card: ['DQ', 'HJ']
name: baseline1, hole_card: ['HK', 'H9']
name: b10505044, hole_card: ['DQ', 'HJ']
name: baseline1, hole_card: ['HK', 'H9']
name: b10505044, hole_card: ['DQ', 'HJ']
name: baseline1, hole_card: ['HK', 'H9']
name: b10505044, hole_card: ['DQ', 'HJ']
