community cards of this round: ['HJ', 'DA', 'SQ', 'DJ', 'C7']
name: baseline1, hole_card: ['H5', 'C5']
community cards of this round: ['H7', 'SQ', 'H5', 'CQ', 'C8']
name: baseline1, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['D9', 'D6']
name: baseline1, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['D9', 'D6']
name: baseline1, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['D9', 'D6']
name: baseline1, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['D9', 'D6']
name: baseline1, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['D9', 'D6']
name: baseline1, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['D9', 'D6']
name: baseline1, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['D9', 'D6']
name: baseline1, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['D9', 'D6']
name: baseline1, hole_card: ['S3', 'CK']
name: b10505057, hole_card: ['D9', 'D6']
community cards of this round: ['H5', 'DJ', 'D4', 'HK', 'H4']
name: baseline1, hole_card: ['C9', 'D6']
name: b10505057, hole_card: ['H9', 'CQ']
name: baseline1, hole_card: ['C9', 'D6']
name: b10505057, hole_card: ['H9', 'CQ']
name: baseline1, hole_card: ['C9', 'D6']
name: b10505057, hole_card: ['H9', 'CQ']
name: baseline1, hole_card: ['C9', 'D6']
name: b10505057, hole_card: ['H9', 'CQ']
name: baseline1, hole_card: ['C9', 'D6']
name: b10505057, hole_card: ['H9', 'CQ']
name: baseline1, hole_card: ['C9', 'D6']
name: b10505057, hole_card: ['H9', 'CQ']
community cards of this round: ['H6', 'D6', 'S4', 'H3', 'C7']
name: baseline1, hole_card: ['D9', 'S9']
name: b10505057, hole_card: ['SK', 'SA']
name: baseline1, hole_card: ['D9', 'S9']
name: b10505057, hole_card: ['SK', 'SA']
name: baseline1, hole_card: ['D9', 'S9']
name: b10505057, hole_card: ['SK', 'SA']
name: baseline1, hole_card: ['D9', 'S9']
name: b10505057, hole_card: ['SK', 'SA']
name: baseline1, hole_card: ['D9', 'S9']
name: b10505057, hole_card: ['SK', 'SA']
name: baseline1, hole_card: ['D9', 'S9']
name: b10505057, hole_card: ['SK', 'SA']
name: baseline1, hole_card: ['D9', 'S9']
name: b10505057, hole_card: ['SK', 'SA']
name: baseline1, hole_card: ['D9', 'S9']
name: b10505057, hole_card: ['SK', 'SA']
name: baseline1, hole_card: ['D9', 'S9']
name: b10505057, hole_card: ['SK', 'SA']
community cards of this round: ['C2', 'S5', 'C5', 'D7', 'D4']
name: baseline1, hole_card: ['D2', 'DQ']
name: b10505057, hole_card: ['H2', 'HQ']
name: baseline1, hole_card: ['D2', 'DQ']
name: b10505057, hole_card: ['H2', 'HQ']
name: baseline1, hole_card: ['D2', 'DQ']
name: b10505057, hole_card: ['H2', 'HQ']
name: baseline1, hole_card: ['D2', 'DQ']
name: b10505057, hole_card: ['H2', 'HQ']
name: baseline1, hole_card: ['D2', 'DQ']
name: b10505057, hole_card: ['H2', 'HQ']
name: baseline1, hole_card: ['D2', 'DQ']
name: b10505057, hole_card: ['H2', 'HQ']
name: baseline1, hole_card: ['D2', 'DQ']
name: b10505057, hole_card: ['H2', 'HQ']
name: baseline1, hole_card: ['D2', 'DQ']
name: b10505057, hole_card: ['H2', 'HQ']
name: baseline1, hole_card: ['D2', 'DQ']
name: b10505057, hole_card: ['H2', 'HQ']
community cards of this round: ['DJ', 'SJ', 'HJ', 'S5', 'C8']
name: baseline1, hole_card: ['HK', 'CQ']
name: b10505057, hole_card: ['S4', 'C6']
name: baseline1, hole_card: ['HK', 'CQ']
name: b10505057, hole_card: ['S4', 'C6']
community cards of this round: ['C7', 'S2', 'C4', 'D9', 'S8']
name: baseline1, hole_card: ['H6', 'D7']
name: b10505057, hole_card: ['S6', 'C2']
name: baseline1, hole_card: ['H6', 'D7']
name: b10505057, hole_card: ['S6', 'C2']
name: baseline1, hole_card: ['H6', 'D7']
name: b10505057, hole_card: ['S6', 'C2']
community cards of this round: ['H5', 'SQ', 'CJ', 'HK', 'S4']
name: baseline1, hole_card: ['C9', 'CA']
name: b10505057, hole_card: ['D9', 'H7']
name: baseline1, hole_card: ['C9', 'CA']
name: b10505057, hole_card: ['D9', 'H7']
name: baseline1, hole_card: ['C9', 'CA']
name: b10505057, hole_card: ['D9', 'H7']
name: baseline1, hole_card: ['C9', 'CA']
name: b10505057, hole_card: ['D9', 'H7']
name: baseline1, hole_card: ['C9', 'CA']
name: b10505057, hole_card: ['D9', 'H7']
name: baseline1, hole_card: ['C9', 'CA']
name: b10505057, hole_card: ['D9', 'H7']
name: baseline1, hole_card: ['C9', 'CA']
name: b10505057, hole_card: ['D9', 'H7']
name: baseline1, hole_card: ['C9', 'CA']
name: b10505057, hole_card: ['D9', 'H7']
name: baseline1, hole_card: ['C9', 'CA']
name: b10505057, hole_card: ['D9', 'H7']
community cards of this round: ['HA', 'C6', 'D3', 'S2', 'C3']
name: baseline1, hole_card: ['SQ', 'C5']
name: b10505057, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['SQ', 'C5']
name: b10505057, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['SQ', 'C5']
name: b10505057, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['SQ', 'C5']
name: b10505057, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['SQ', 'C5']
name: b10505057, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['SQ', 'C5']
name: b10505057, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['SQ', 'C5']
name: b10505057, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['SQ', 'C5']
name: b10505057, hole_card: ['DQ', 'S8']
name: baseline1, hole_card: ['SQ', 'C5']
name: b10505057, hole_card: ['DQ', 'S8']
b10505057 vs baseline1 - Game 3: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline1', 'uuid': 'scftwfjvsjjlcknptfaxmj', 'stack': 1623.3970395649715, 'state': 'participating'}, {'name': 'b10505057', 'uuid': 'zxyzeenookgcqnqtdobmkg', 'stack': 375.5220395649716, 'state': 'participating'}]}
b10505057 vs baseline1 - Match Result: 3 games won, 5 points earned
community cards of this round: ['H9', 'HJ', 'HT', 'CJ', 'S3']
name: baseline2, hole_card: ['HA', 'H3']
name: b10505057, hole_card: ['D2', 'D5']
name: baseline2, hole_card: ['HA', 'H3']
name: b10505057, hole_card: ['D2', 'D5']
community cards of this round: ['CJ', 'C6', 'C9', 'D3', 'CQ']
name: baseline2, hole_card: ['D8', 'H6']
name: b10505057, hole_card: ['S3', 'HA']
name: baseline2, hole_card: ['D8', 'H6']
name: b10505057, hole_card: ['S3', 'HA']
name: baseline2, hole_card: ['D8', 'H6']
name: b10505057, hole_card: ['S3', 'HA']
name: baseline2, hole_card: ['D8', 'H6']
name: b10505057, hole_card: ['S3', 'HA']
name: baseline2, hole_card: ['D8', 'H6']
name: b10505057, hole_card: ['S3', 'HA']
name: baseline2, hole_card: ['D8', 'H6']
name: b10505057, hole_card: ['S3', 'HA']
name: baseline2, hole_card: ['D8', 'H6']
name: b10505057, hole_card: ['S3', 'HA']
name: baseline2, hole_card: ['D8', 'H6']
name: b10505057, hole_card: ['S3', 'HA']
name: baseline2, hole_card: ['D8', 'H6']
name: b10505057, hole_card: ['S3', 'HA']
community cards of this round: ['CJ', 'DT', 'HJ', 'SQ', 'H4']
name: baseline2, hole_card: ['D4', 'HT']
name: b10505057, hole_card: ['CA', 'D7']
name: baseline2, hole_card: ['D4', 'HT']
name: b10505057, hole_card: ['CA', 'D7']
name: baseline2, hole_card: ['D4', 'HT']
name: b10505057, hole_card: ['CA', 'D7']
name: baseline2, hole_card: ['D4', 'HT']
name: b10505057, hole_card: ['CA', 'D7']
name: baseline2, hole_card: ['D4', 'HT']
name: b10505057, hole_card: ['CA', 'D7']
name: baseline2, hole_card: ['D4', 'HT']
name: b10505057, hole_card: ['CA', 'D7']
name: baseline2, hole_card: ['D4', 'HT']
name: b10505057, hole_card: ['CA', 'D7']
name: baseline2, hole_card: ['D4', 'HT']
name: b10505057, hole_card: ['CA', 'D7']
name: baseline2, hole_card: ['D4', 'HT']
name: b10505057, hole_card: ['CA', 'D7']
community cards of this round: ['C7', 'D2', 'C3', 'CJ', 'D4']
name: baseline2, hole_card: ['D8', 'CA']
name: b10505057, hole_card: ['DJ', 'D5']
name: baseline2, hole_card: ['D8', 'CA']
name: b10505057, hole_card: ['DJ', 'D5']
community cards of this round: ['DT', 'CQ', 'D7', 'ST', 'S3']
name: baseline2, hole_card: ['S2', 'H7']
name: b10505057, hole_card: ['D2', 'C2']
name: baseline2, hole_card: ['S2', 'H7']
name: b10505057, hole_card: ['D2', 'C2']
name: baseline2, hole_card: ['S2', 'H7']
name: b10505057, hole_card: ['D2', 'C2']
community cards of this round: ['H7', 'H9', 'DQ', 'HJ', 'C6']
name: baseline2, hole_card: ['C2', 'C5']
name: b10505057, hole_card: ['D2', 'DJ']
name: baseline2, hole_card: ['C2', 'C5']
name: b10505057, hole_card: ['D2', 'DJ']
community cards of this round: ['CK', 'H9', 'D9', 'C6', 'D7']
name: baseline2, hole_card: ['D5', 'HJ']
name: b10505057, hole_card: ['HK', 'S7']
name: baseline2, hole_card: ['D5', 'HJ']
name: b10505057, hole_card: ['HK', 'S7']
name: baseline2, hole_card: ['D5', 'HJ']
name: b10505057, hole_card: ['HK', 'S7']
community cards of this round: ['DQ', 'D9', 'SA', 'HQ', 'D5']
name: baseline2, hole_card: ['S8', 'CK']
name: b10505057, hole_card: ['H6', 'C9']
name: baseline2, hole_card: ['S8', 'CK']
name: b10505057, hole_card: ['H6', 'C9']
community cards of this round: ['CA', 'S4', 'H2', 'HT', 'D9']
name: baseline2, hole_card: ['S2', 'D4']
name: b10505057, hole_card: ['CT', 'C9']
name: baseline2, hole_card: ['S2', 'D4']
name: b10505057, hole_card: ['CT', 'C9']
name: baseline2, hole_card: ['S2', 'D4']
name: b10505057, hole_card: ['CT', 'C9']
community cards of this round: ['HA', 'H2', 'H4', 'D2', 'DK']
name: baseline2, hole_card: ['SK', 'S8']
name: b10505057, hole_card: ['H8', 'C7']
name: baseline2, hole_card: ['SK', 'S8']
name: b10505057, hole_card: ['H8', 'C7']
community cards of this round: ['HT', 'C2', 'H7', 'DJ', 'DK']
name: baseline2, hole_card: ['HJ', 'DQ']
name: b10505057, hole_card: ['CT', 'D9']
name: baseline2, hole_card: ['HJ', 'DQ']
name: b10505057, hole_card: ['CT', 'D9']
name: baseline2, hole_card: ['HJ', 'DQ']
name: b10505057, hole_card: ['CT', 'D9']
community cards of this round: ['SK', 'D2', 'H7', 'HT', 'H3']
name: baseline2, hole_card: ['S5', 'D9']
name: b10505057, hole_card: ['C7', 'HK']
name: baseline2, hole_card: ['S5', 'D9']
name: b10505057, hole_card: ['C7', 'HK']
community cards of this round: ['HQ', 'C6', 'ST', 'S2', 'C4']
name: baseline2, hole_card: ['SJ', 'SK']
name: b10505057, hole_card: ['C5', 'C9']
name: baseline2, hole_card: ['SJ', 'SK']
name: b10505057, hole_card: ['C5', 'C9']
name: baseline2, hole_card: ['SJ', 'SK']
name: b10505057, hole_card: ['C5', 'C9']
community cards of this round: ['CQ', 'C2', 'DA', 'SQ', 'C7']
name: baseline2, hole_card: ['DT', 'C9']
name: b10505057, hole_card: ['H2', 'S5']
name: baseline2, hole_card: ['DT', 'C9']
name: b10505057, hole_card: ['H2', 'S5']
community cards of this round: ['HQ', 'D9', 'S6', 'C4', 'D7']
name: baseline2, hole_card: ['CQ', 'H3']
name: b10505057, hole_card: ['D5', 'D3']
name: baseline2, hole_card: ['CQ', 'H3']
name: b10505057, hole_card: ['D5', 'D3']
community cards of this round: ['SJ', 'D6', 'H2', 'HJ', 'S6']
name: baseline2, hole_card: ['DT', 'HT']
name: b10505057, hole_card: ['S2', 'HK']
name: baseline2, hole_card: ['DT', 'HT']
name: b10505057, hole_card: ['S2', 'HK']
community cards of this round: ['HQ', 'C6', 'C5', 'D4', 'D6']
name: baseline2, hole_card: ['H4', 'S8']
name: b10505057, hole_card: ['DT', 'H2']
name: baseline2, hole_card: ['H4', 'S8']
name: b10505057, hole_card: ['DT', 'H2']
community cards of this round: ['H9', 'S2', 'H4', 'DK', 'S4']
name: baseline2, hole_card: ['SA', 'SJ']
name: b10505057, hole_card: ['CK', 'SK']
name: baseline2, hole_card: ['SA', 'SJ']
name: b10505057, hole_card: ['CK', 'SK']
community cards of this round: ['S6', 'S7', 'CQ', 'CT', 'H8']
name: baseline2, hole_card: ['D8', 'H9']
name: b10505057, hole_card: ['DQ', 'S2']
name: baseline2, hole_card: ['D8', 'H9']
name: b10505057, hole_card: ['DQ', 'S2']
name: baseline2, hole_card: ['D8', 'H9']
name: b10505057, hole_card: ['DQ', 'S2']
community cards of this round: ['DQ', 'C5', 'CT', 'D2', 'S7']
name: baseline2, hole_card: ['H4', 'D6']
name: b10505057, hole_card: ['CQ', 'DJ']
name: baseline2, hole_card: ['H4', 'D6']
name: b10505057, hole_card: ['CQ', 'DJ']
b10505057 vs baseline2 - Game 1: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'baseline2', 'uuid': 'mnkhoyxmimkvrzpjikjujz', 'stack': 1095.7758470995955, 'state': 'participating'}, {'name': 'b10505057', 'uuid': 'mssdtdbcdgbrwhsimeckqk', 'stack': 903.7758470995955, 'state': 'participating'}]}
community cards of this round: ['H9', 'HJ', 'HT', 'CJ', 'S3']
name: b10505057, hole_card: ['HA', 'H3']
name: baseline2, hole_card: ['D2', 'D5']
name: b10505057, hole_card: ['HA', 'H3']
name: baseline2, hole_card: ['D2', 'D5']
name: b10505057, hole_card: ['HA', 'H3']
name: baseline2, hole_card: ['D2', 'D5']
name: b10505057, hole_card: ['HA', 'H3']
name: baseline2, hole_card: ['D2', 'D5']
name: b10505057, hole_card: ['HA', 'H3']
name: baseline2, hole_card: ['D2', 'D5']
community cards of this round: ['CJ', 'C6', 'C9', 'D3', 'CQ']
name: b10505057, hole_card: ['D8', 'H6']
name: baseline2, hole_card: ['S3', 'HA']
name: b10505057, hole_card: ['D8', 'H6']
name: baseline2, hole_card: ['S3', 'HA']
community cards of this round: ['CJ', 'DT', 'HJ', 'SQ', 'H4']
name: b10505057, hole_card: ['D4', 'HT']
name: baseline2, hole_card: ['CA', 'D7']
name: b10505057, hole_card: ['D4', 'HT']
name: baseline2, hole_card: ['CA', 'D7']
name: b10505057, hole_card: ['D4', 'HT']
name: baseline2, hole_card: ['CA', 'D7']
community cards of this round: ['C7', 'D2', 'C3', 'CJ', 'D4']
name: b10505057, hole_card: ['D8', 'CA']
name: baseline2, hole_card: ['DJ', 'D5']
name: b10505057, hole_card: ['D8', 'CA']
name: baseline2, hole_card: ['DJ', 'D5']
community cards of this round: ['DT', 'CQ', 'D7', 'ST', 'S3']
name: b10505057, hole_card: ['S2', 'H7']
name: baseline2, hole_card: ['D2', 'C2']
name: b10505057, hole_card: ['S2', 'H7']
name: baseline2, hole_card: ['D2', 'C2']
name: b10505057, hole_card: ['S2', 'H7']
name: baseline2, hole_card: ['D2', 'C2']
community cards of this round: ['H7', 'H9', 'DQ', 'HJ', 'C6']
name: b10505057, hole_card: ['C2', 'C5']
name: baseline2, hole_card: ['D2', 'DJ']
name: b10505057, hole_card: ['C2', 'C5']
name: baseline2, hole_card: ['D2', 'DJ']
community cards of this round: ['CK', 'H9', 'D9', 'C6', 'D7']
name: b10505057, hole_card: ['D5', 'HJ']
name: baseline2, hole_card: ['HK', 'S7']
name: b10505057, hole_card: ['D5', 'HJ']
name: baseline2, hole_card: ['HK', 'S7']
name: b10505057, hole_card: ['D5', 'HJ']
name: baseline2, hole_card: ['HK', 'S7']
community cards of this round: ['DQ', 'D9', 'SA', 'HQ', 'D5']
name: b10505057, hole_card: ['S8', 'CK']
name: baseline2, hole_card: ['H6', 'C9']
name: b10505057, hole_card: ['S8', 'CK']
name: baseline2, hole_card: ['H6', 'C9']
community cards of this round: ['CA', 'S4', 'H2', 'HT', 'D9']
name: b10505057, hole_card: ['S2', 'D4']
name: baseline2, hole_card: ['CT', 'C9']
name: b10505057, hole_card: ['S2', 'D4']
name: baseline2, hole_card: ['CT', 'C9']
name: b10505057, hole_card: ['S2', 'D4']
name: baseline2, hole_card: ['CT', 'C9']
community cards of this round: ['HA', 'H2', 'H4', 'D2', 'DK']
name: b10505057, hole_card: ['SK', 'S8']
name: baseline2, hole_card: ['H8', 'C7']
name: b10505057, hole_card: ['SK', 'S8']
name: baseline2, hole_card: ['H8', 'C7']
community cards of this round: ['HT', 'C2', 'H7', 'DJ', 'DK']
name: b10505057, hole_card: ['HJ', 'DQ']
name: baseline2, hole_card: ['CT', 'D9']
name: b10505057, hole_card: ['HJ', 'DQ']
name: baseline2, hole_card: ['CT', 'D9']
name: b10505057, hole_card: ['HJ', 'DQ']
name: baseline2, hole_card: ['CT', 'D9']
community cards of this round: ['SK', 'D2', 'H7', 'HT', 'H3']
name: b10505057, hole_card: ['S5', 'D9']
name: baseline2, hole_card: ['C7', 'HK']
name: b10505057, hole_card: ['S5', 'D9']
name: baseline2, hole_card: ['C7', 'HK']
community cards of this round: ['HQ', 'C6', 'ST', 'S2', 'C4']
name: b10505057, hole_card: ['SJ', 'SK']
name: baseline2, hole_card: ['C5', 'C9']
name: b10505057, hole_card: ['SJ', 'SK']
name: baseline2, hole_card: ['C5', 'C9']
name: b10505057, hole_card: ['SJ', 'SK']
name: baseline2, hole_card: ['C5', 'C9']
community cards of this round: ['CQ', 'C2', 'DA', 'SQ', 'C7']
name: b10505057, hole_card: ['DT', 'C9']
name: baseline2, hole_card: ['H2', 'S5']
name: b10505057, hole_card: ['DT', 'C9']
name: baseline2, hole_card: ['H2', 'S5']
community cards of this round: ['HQ', 'D9', 'S6', 'C4', 'D7']
name: b10505057, hole_card: ['CQ', 'H3']
name: baseline2, hole_card: ['D5', 'D3']
name: b10505057, hole_card: ['CQ', 'H3']
name: baseline2, hole_card: ['D5', 'D3']
name: b10505057, hole_card: ['CQ', 'H3']
name: baseline2, hole_card: ['D5', 'D3']
community cards of this round: ['SJ', 'D6', 'H2', 'HJ', 'S6']
name: b10505057, hole_card: ['DT', 'HT']
name: baseline2, hole_card: ['S2', 'HK']
name: b10505057, hole_card: ['DT', 'HT']
name: baseline2, hole_card: ['S2', 'HK']
community cards of this round: ['HQ', 'C6', 'C5', 'D4', 'D6']
name: b10505057, hole_card: ['H4', 'S8']
name: baseline2, hole_card: ['DT', 'H2']
name: b10505057, hole_card: ['H4', 'S8']
name: baseline2, hole_card: ['DT', 'H2']
name: b10505057, hole_card: ['H4', 'S8']
name: baseline2, hole_card: ['DT', 'H2']
community cards of this round: ['H9', 'S2', 'H4', 'DK', 'S4']
name: b10505057, hole_card: ['SA', 'SJ']
name: baseline2, hole_card: ['CK', 'SK']
name: b10505057, hole_card: ['SA', 'SJ']
name: baseline2, hole_card: ['CK', 'SK']
community cards of this round: ['S6', 'S7', 'CQ', 'CT', 'H8']
name: b10505057, hole_card: ['D8', 'H9']
name: baseline2, hole_card: ['DQ', 'S2']
name: b10505057, hole_card: ['D8', 'H9']
name: baseline2, hole_card: ['DQ', 'S2']
name: b10505057, hole_card: ['D8', 'H9']
name: baseline2, hole_card: ['DQ', 'S2']
community cards of this round: ['DQ', 'C5', 'CT', 'D2', 'S7']
name: b10505057, hole_card: ['H4', 'D6']
name: baseline2, hole_card: ['CQ', 'DJ']
name: b10505057, hole_card: ['H4', 'D6']
name: baseline2, hole_card: ['CQ', 'DJ']
b10505057 vs baseline2 - Game 2: {'rule': {'initial_stack': 1000, 'max_round': 20, 'small_blind_amount': 5, 'ante': 0, 'blind_structure': {}}, 'players': [{'name': 'b10505057', 'uuid': 'gzqymxpjqfveyxbqnpwfqi', 'stack': 1049.1761100989684, 'state': 'participating'}, {'name': 'baseline2', 'uuid': 'qygpyuomqeggfblvjcbpmn', 'stack': 950.1761100989684, 'state': 'participating'}]}
community cards of this round: ['S7', 'D8', 'DK', 'H6', 'CT']
name: baseline2, hole_card: ['DA', 'C2']
name: b10505057, hole_card: ['SA', 'D3']
name: baseline2, hole_card: ['DA', 'C2']
name: b10505057, hole_card: ['SA', 'D3']
name: baseline2, hole_card: ['DA', 'C2']
name: b10505057, hole_card: ['SA', 'D3']
name: baseline2, hole_card: ['DA', 'C2']
name: b10505057, hole_card: ['SA', 'D3']
name: baseline2, hole_card: ['DA', 'C2']
name: b10505057, hole_card: ['SA', 'D3']
name: baseline2, hole_card: ['DA', 'C2']
name: b10505057, hole_card: ['SA', 'D3']
name: baseline2, hole_card: ['DA', 'C2']
name: b10505057, hole_card: ['SA', 'D3']
name: baseline2, hole_card: ['DA', 'C2']
name: b10505057, hole_card: ['SA', 'D3']
name: baseline2, hole_card: ['DA', 'C2']
name: b10505057, hole_card: ['SA', 'D3']
community cards of this round: ['SA', 'D8', 'H3', 'DJ', 'HA']
name: baseline2, hole_card: ['S6', 'CT']
name: b10505057, hole_card: ['C3', 'C6']
name: baseline2, hole_card: ['S6', 'CT']
name: b10505057, hole_card: ['C3', 'C6']
name: baseline2, hole_card: ['S6', 'CT']
name: b10505057, hole_card: ['C3', 'C6']
community cards of this round: ['SA', 'DK', 'SQ', 'CA', 'DJ']
name: baseline2, hole_card: ['C3', 'H4']
name: b10505057, hole_card: ['S2', 'D3']
name: baseline2, hole_card: ['C3', 'H4']
name: b10505057, hole_card: ['S2', 'D3']
community cards of this round: ['HA', 'C4', 'S5', 'S4', 'D2']
name: baseline2, hole_card: ['H5', 'CA']
name: b10505057, hole_card: ['C7', 'S2']
name: baseline2, hole_card: ['H5', 'CA']
name: b10505057, hole_card: ['C7', 'S2']
name: baseline2, hole_card: ['H5', 'CA']
name: b10505057, hole_card: ['C7', 'S2']
community cards of this round: ['DK', 'S5', 'C9', 'D6', 'CQ']
name: baseline2, hole_card: ['S3', 'C8']
name: b10505057, hole_card: ['HA', 'H6']
name: baseline2, hole_card: ['S3', 'C8']
name: b10505057, hole_card: ['HA', 'H6']
name: baseline2, hole_card: ['S3', 'C8']
name: b10505057, hole_card: ['HA', 'H6']
name: baseline2, hole_card: ['S3', 'C8']
name: b10505057, hole_card: ['HA', 'H6']
name: baseline2, hole_card: ['S3', 'C8']
name: b10505057, hole_card: ['HA', 'H6']
community cards of this round: ['C5', 'DT', 'H4', 'D5', 'CQ']
name: baseline2, hole_card: ['HT', 'SK']
name: b10505057, hole_card: ['S9', 'DK']
name: baseline2, hole_card: ['HT', 'SK']
name: b10505057, hole_card: ['S9', 'DK']
name: baseline2, hole_card: ['HT', 'SK']
name: b10505057, hole_card: ['S9', 'DK']
name: baseline2, hole_card: ['HT', 'SK']
name: b10505057, hole_card: ['S9', 'DK']
name: baseline2, hole_card: ['HT', 'SK']
name: b10505057, hole_card: ['S9', 'DK']
name: baseline2, hole_card: ['HT', 'SK']
